,vn_id,time,type
0,3,23.728449512439823,1
1,9,30.070347778357373,1
2,8,33.12559073222184,1
3,0,34.010860968893184,1
4,6,37.38687998773397,1
5,5,62.22771236249298,1
6,1,74.18574820032543,1
7,7,88.16434547273381,1
8,2,89.50300521389049,1
9,4,95.77752199502034,1
10,17,105.88260674168963,1
11,11,109.29854416290175,1
12,5,130.81140446003997,0
13,15,138.53431513602285,1
14,14,145.4480840909391,1
15,16,161.23438128854622,1
16,19,164.00586416110514,1
17,10,171.80015853105607,1
18,18,177.25842116372587,1
19,6,191.90307466147564,0
20,12,195.5140743197803,1
21,8,196.8292012636121,0
22,13,197.2104429723082,1
23,15,198.0636327556054,0
24,25,224.6730015670933,1
25,20,230.2289331252388,1
26,10,236.0401668224448,0
27,7,243.3713212602073,0
28,21,252.50459585579858,1
29,11,253.43423056803573,0
30,24,257.3551637829015,1
31,29,259.94826815764156,1
32,24,261.5934773261501,0
33,0,262.2822968790267,0
34,22,279.3004261173106,1
35,23,283.17779304342884,1
36,28,288.6423848206188,1
37,26,292.31443277073845,1
38,27,296.5224804872532,1
39,28,299.7705303449197,0
40,34,312.1343026640428,1
41,22,318.7799955805476,0
42,27,333.1882247672407,0
43,30,350.2608851556935,1
44,29,356.9940265085898,0
45,23,358.2668240673252,0
46,35,371.87641328362656,1
47,21,373.48787191010916,0
48,14,377.1263770133502,0
49,31,377.8382806129138,1
50,39,384.9594844235245,1
51,33,386.8151239902801,1
52,38,391.4865305149916,1
53,32,393.476052881373,1
54,36,398.99114180757766,1
55,37,399.187983933267,1
56,9,403.177389066162,0
57,13,419.96335180841766,0
58,49,421.3803149054654,1
59,48,428.3520669330305,1
60,40,435.1509267452594,1
61,42,439.6833969235099,1
62,45,442.6648794772968,1
63,33,449.06223608668944,0
64,47,456.0516521970392,1
65,45,458.9746957475368,0
66,4,460.36016687417555,0
67,12,483.96537524033363,0
68,44,489.09635052122906,1
69,41,495.09035569430654,1
70,43,496.2145490040748,1
71,46,496.7847834619669,1
72,55,512.3562571970468,1
73,54,515.6560934694845,1
74,48,522.6436432411837,0
75,19,527.1738030416327,0
76,56,530.1306000065665,1
77,59,544.5152545002105,1
78,17,544.8882132935167,0
79,53,550.2264838768069,1
80,50,557.1824871361149,1
81,52,560.4368216873698,1
82,51,579.8894495673059,1
83,57,591.7096404338154,1
84,58,594.3695681121515,1
85,60,613.4761747381908,1
86,64,618.587766412747,1
87,66,621.9446288142044,1
88,67,630.8116906918748,1
89,61,642.3545107666947,1
90,43,645.1588600532884,0
91,40,659.7950090653892,0
92,62,660.0959149825595,1
93,65,661.5994266178819,1
94,69,667.3736827037624,1
95,57,670.1435674557752,0
96,63,681.7619627774391,1
97,35,689.6170300607561,0
98,68,693.7641397167406,1
99,65,700.3535316305802,0
100,58,705.926066921352,0
101,37,706.9375147971039,0
102,70,709.4526682645505,1
103,72,711.7124856322212,1
104,55,718.1346168475337,0
105,53,748.8836364367523,0
106,78,753.7368722316439,1
107,59,770.3003112580961,0
108,2,775.4190592495904,0
109,74,778.8669584827111,1
110,75,781.2286750572734,1
111,50,781.6679058324271,0
112,16,781.8867268481272,0
113,77,783.2777461211265,1
114,76,786.6897244120701,1
115,71,789.1725764381777,1
116,73,790.3381491537353,1
117,79,791.7483810761323,1
118,72,800.8091841529463,0
119,81,802.7610277576852,1
120,38,804.5218282067982,0
121,84,809.7155136765557,1
122,3,824.230705660557,0
123,86,839.2491605790943,1
124,26,848.1978400949108,0
125,89,853.4046573214711,1
126,85,855.9265532738045,1
127,88,858.7975497435527,1
128,76,859.5710272705591,0
129,87,864.9240169015384,1
130,82,875.8606001058738,1
131,47,880.8420084818067,0
132,83,881.3502803250634,1
133,80,899.0863981710226,1
134,88,904.5267070448632,0
135,97,906.768826358212,1
136,80,908.3662557825196,0
137,82,910.3577734771816,0
138,99,912.5896156282338,1
139,69,917.8314065929494,0
140,93,931.0350004457896,1
141,95,938.7347199287058,1
142,96,945.4656898957429,1
