,vn_id,time,type
0,2,8.04050049839961,1
1,0,15.903884019793807,1
2,4,28.470791067942045,1
3,3,29.438685245323484,1
4,1,47.011719731268535,1
5,7,50.31548982786369,1
6,5,62.24679671589878,1
7,8,72.09131986636311,1
8,6,75.64793060010996,1
9,9,99.00846678077085,1
10,12,101.75344188229114,1
11,16,116.53784343724202,1
12,16,124.98331177759725,0
13,14,125.87087836175036,1
14,5,128.72602534664696,0
15,13,132.99303814702176,1
16,17,147.8393841259583,1
17,19,165.9896496400867,1
18,11,168.52955773373014,1
19,4,177.5812731224732,0
20,18,180.21294022058646,1
21,18,184.05964062852297,0
22,10,188.98994323801946,1
23,15,190.73524403612183,1
24,21,206.9914050238231,1
25,24,211.3492456341138,1
26,25,213.02110759947217,1
27,20,216.02739508407657,1
28,20,216.4583606597138,0
29,14,219.53835435257426,0
30,22,231.50608945124213,1
31,28,249.54549164446405,1
32,27,253.72254668402462,1
33,29,261.6821541924517,1
34,23,262.9837096316818,1
35,26,268.2545111264367,1
36,38,312.6147251673076,1
37,36,314.7260366142405,1
38,39,317.99037529100303,1
39,25,321.4390279732792,0
40,37,326.97896268268465,1
41,23,331.9224963494557,0
42,33,332.80718496956126,1
43,6,333.00620608851807,0
44,35,333.6740071430379,1
45,39,341.46042172642956,0
46,9,342.3795728710665,0
47,34,363.7229228517512,1
48,27,378.8078120357174,0
49,32,382.16212098791004,1
50,31,389.54343141664674,1
51,32,390.1138488316876,0
52,30,394.7254654267945,1
53,3,395.10303283134476,0
54,44,406.43743450343743,1
55,40,413.2392748680224,1
56,48,413.5811178759004,1
57,42,418.7309511037962,1
58,47,421.70912294115544,1
59,41,427.07685676602966,1
60,49,445.195203658991,1
61,45,446.77155793173677,1
62,43,482.1884539961098,1
63,46,485.23149253515123,1
64,26,486.8546418009189,0
65,46,491.6350667932898,0
66,57,501.7702162028549,1
67,50,509.58626913361394,1
68,59,512.6363799875678,1
69,28,523.2778801013286,0
70,24,523.6169962246884,0
71,54,526.6497774629551,1
72,53,531.8578500818658,1
73,58,542.1590808517873,1
74,34,550.841952618707,0
75,52,552.2204658639064,1
76,58,565.9151076050962,0
77,11,566.7500241329773,0
78,56,581.4609550125285,1
79,51,583.965186270793,1
80,55,587.0701744220203,1
81,55,590.9409151203081,0
82,44,617.90291523105,0
83,15,625.203651102673,0
84,60,626.2712576741311,1
85,62,628.8789304366971,1
86,41,634.0393453821131,0
87,61,645.2916468262977,1
88,68,659.3126711392952,1
89,53,660.3245114537556,0
90,63,663.8631058133602,1
91,69,665.4711372776725,1
92,67,668.5515678652538,1
93,36,673.3144077439184,0
94,52,673.433948881906,0
95,22,674.5882715966897,0
96,19,691.0094611996486,0
97,66,693.9363982770087,1
98,64,694.5118136181969,1
99,65,695.250501387888,1
100,65,699.1516893614155,0
101,74,706.0817611571462,1
102,75,729.7788669998226,1
103,72,733.8442265923984,1
104,13,735.0688671753912,0
105,33,739.5062630553502,0
106,77,752.1238927445705,1
107,73,757.4122990375747,1
108,51,757.5921239722102,0
109,78,759.1638320233392,1
110,79,761.4487229576602,1
111,70,762.2916561287558,1
112,71,765.0856063577023,1
113,64,793.058601792253,0
114,76,798.4089950210409,1
115,74,804.1532946707084,0
116,85,807.4669513684642,1
117,89,809.4093176110199,1
118,83,812.5258600119024,1
119,88,830.9605053133597,1
120,86,836.2877149111831,1
121,50,836.5432312243402,0
122,87,849.8900554127734,1
123,80,855.9965019097813,1
124,82,874.2884191767482,1
125,84,875.7641858535618,1
126,81,893.6620435761847,1
127,40,893.854580776502,0
128,60,905.5240394694134,0
129,10,908.0801398748608,0
130,91,924.8325656288237,1
131,98,924.894604488423,1
132,94,931.4733104774893,1
133,94,932.4269309804484,0
134,96,937.6475697973661,1
135,0,937.9965952493474,0
136,8,945.5206583034919,0
137,71,951.3966939628652,0
138,81,951.4515211505352,0
139,97,951.4665798822307,1
140,1,956.7493164237721,0
141,75,965.7029099492171,0
142,95,971.4780275777175,1
143,92,977.5485143574494,1
144,93,977.6525856003213,1
145,86,986.5456595865526,0
146,90,988.354985347287,1
147,2,991.860405944384,0
148,45,992.9647094927998,0
149,98,994.836084048606,0
150,99,998.6052918448222,1
151,107,1010.5291699430469,1
152,79,1011.7506927067456,0
153,100,1012.1209528337395,1
154,102,1021.1296568739849,1
155,103,1030.896826638092,1
156,105,1039.1733033574421,1
157,109,1042.8069130810018,1
158,93,1058.7451509914156,0
159,82,1065.8986362520527,0
160,108,1066.4159109616994,1
161,101,1066.8292190579027,1
162,101,1068.7664435968786,0
163,104,1071.1795808021388,1
164,70,1072.45341641231,0
165,97,1085.2227907861795,0
166,106,1092.803418608455,1
167,72,1102.8154908838017,0
168,62,1111.5692133657417,0
169,67,1112.9666639341226,0
170,110,1115.4320269820007,1
171,112,1118.0434157686182,1
172,100,1120.345496563385,0
173,118,1124.2978839769796,1
174,104,1130.755287762622,0
175,38,1131.2102145774697,0
176,105,1132.57336180383,0
177,114,1141.4039633108305,1
178,116,1152.644272191876,1
179,115,1155.871742221819,1
180,117,1160.9400995111225,1
181,119,1167.8285249077517,1
182,69,1168.2354401711477,0
183,48,1168.472615164384,0
184,84,1170.539655214659,0
185,119,1171.1837609053423,0
186,99,1172.1125430395657,0
187,54,1173.4718180908462,0
188,111,1176.6793875232925,1
189,7,1182.8427737006361,0
190,113,1185.8849558090624,1
191,43,1194.080347945643,0
192,103,1196.8870956589133,0
193,120,1203.1216178625768,1
194,88,1207.2654147710127,0
195,102,1208.6891785081825,0
196,49,1212.371244121532,0
197,121,1222.3170754228267,1
198,122,1234.3293889923582,1
199,47,1238.527653256216,0
200,128,1241.3778254295153,1
201,123,1246.195508868379,1
202,110,1255.902711873903,0
203,124,1258.5672285700878,1
204,121,1265.0309876412703,0
205,73,1265.8655662289868,0
206,127,1273.0284990264395,1
207,116,1273.939543812493,0
208,125,1274.549094425743,1
209,126,1275.1039951073878,1
210,129,1290.1917571656577,1
211,12,1295.0948323780933,0
212,127,1296.8327614785842,0
213,109,1297.2113260813844,0
214,130,1301.8543311782685,1
215,123,1307.0695605118617,0
216,132,1307.3919786395602,1
217,76,1308.8897559188717,0
218,106,1314.4909841349493,0
219,134,1321.6827221477433,1
220,137,1341.5089767633935,1
221,91,1345.3455049371605,0
222,96,1346.4214251221622,0
223,29,1347.1004992712626,0
224,135,1348.0641907195525,1
225,131,1354.1436700935265,1
226,112,1367.178771920394,0
227,133,1367.6722577458102,1
228,132,1368.4343681190949,0
229,136,1370.8176012521824,1
230,134,1378.2383914487186,0
231,89,1384.06404719169,0
232,138,1387.3212979395284,1
233,139,1388.3691867022326,1
234,136,1389.4145258625988,0
235,125,1403.7813677897955,0
236,142,1412.3011031364913,1
237,68,1414.2191056675827,0
238,145,1416.86585930832,1
239,30,1419.919875083615,0
240,143,1422.7766001257237,1
241,142,1425.9364116622114,0
242,144,1439.5321662695087,1
243,128,1442.8062618705255,0
244,147,1442.8877825827876,1
245,146,1443.74790347736,1
246,133,1446.7075080176085,0
247,61,1454.7007934684116,0
248,59,1459.3303439552742,0
249,130,1466.8640747612576,0
250,141,1466.8737088058358,1
251,35,1471.1111796643618,0
252,148,1478.9026236644324,1
253,78,1487.1391367502358,0
254,107,1489.0852013525634,0
255,143,1489.9241929350064,0
256,149,1492.1227507937363,1
257,140,1495.1141905229858,1
258,155,1501.0691756741915,1
259,150,1509.095887019252,1
260,153,1510.9951749524248,1
261,152,1541.2624670683465,1
262,151,1544.174185425385,1
263,159,1560.0621373682807,1
264,37,1561.84464362517,0
265,158,1567.0352892113744,1
266,157,1567.1860077169565,1
267,63,1567.485187360934,0
268,118,1574.8048999359714,0
269,113,1581.4530702194015,0
270,77,1581.9768501403344,0
271,149,1583.5380655522827,0
272,135,1587.7126210880392,0
273,154,1589.6618883613137,1
274,156,1589.9244330460117,1
275,159,1594.119362941814,0
276,150,1598.2198828076353,0
277,80,1611.902040446464,0
278,42,1617.2854515949566,0
279,57,1619.3922975726302,0
280,163,1632.228339600285,1
281,162,1632.5307372545203,1
282,155,1633.3449405263386,0
283,31,1640.9508573014723,0
284,169,1648.0983631354602,1
285,83,1651.0645160179245,0
286,166,1655.426317597592,1
287,165,1661.7409595322467,1
288,168,1667.3525973228038,1
289,167,1669.8237444618862,1
290,160,1687.1432619761174,1
291,161,1687.308322325468,1
292,164,1690.6895827920935,1
293,90,1691.8671604204515,0
294,166,1700.5153826189385,0
295,87,1707.553111724057,0
296,163,1712.0695265904378,0
297,129,1723.9055001520185,0
298,56,1725.9258321115294,0
299,178,1739.3361470878415,1
300,179,1740.6821086099146,1
301,144,1747.1850243532422,0
302,85,1748.91652293562,0
303,66,1751.5261767216577,0
304,171,1756.340592789467,1
305,173,1757.9230901710898,1
306,177,1771.4193434304464,1
307,175,1774.85502501569,1
308,170,1782.5298013117822,1
309,126,1783.4616626189572,0
310,174,1789.3754882885175,1
311,172,1793.115769322609,1
312,176,1794.1689960393944,1
313,117,1797.2111764437338,0
314,188,1806.7139857412028,1
315,161,1807.7346194224347,0
316,175,1818.9057130129067,0
317,187,1823.8960001104936,1
318,164,1826.2216680803217,0
319,180,1830.8910133695988,1
320,185,1831.0194389636388,1
321,162,1844.9179469107419,0
322,184,1859.9590333847545,1
323,183,1864.996280364735,1
324,189,1870.6859709534267,1
325,186,1872.4684149705265,1
326,181,1872.5603702109026,1
327,178,1876.8661021427224,0
328,156,1877.9151295203683,0
329,181,1884.4402118007547,0
330,167,1890.5714929620376,0
331,182,1894.755996302117,1
332,190,1903.033006479829,1
333,177,1906.8565898215563,0
334,198,1907.2787828095181,1
335,179,1914.4887405077027,0
336,199,1920.9594679730733,1
337,195,1922.9091846070542,1
338,169,1932.0620431607986,0
339,191,1933.305920011113,1
340,152,1936.7746790971278,0
341,194,1938.17928029912,1
342,193,1948.6747550476296,1
343,160,1952.1034308328944,0
344,197,1955.9983039109993,1
345,192,1958.2700581398708,1
346,184,1963.5378122990664,0
347,199,1967.387397820965,0
348,124,1971.0649247581973,0
349,196,1975.7384290206946,1
350,145,1980.286811986202,0
351,172,1982.1705854742386,0
352,120,1985.4702789523371,0
353,111,1987.7995823832243,0
354,146,2002.2983974450262,0
355,158,2003.8399484419356,0
356,193,2015.483500398807,0
357,168,2023.3164785098527,0
358,201,2025.4368643071741,1
359,200,2035.3636192950264,1
360,203,2046.3814323801969,1
361,182,2047.6933772193772,0
362,205,2048.190053241976,1
363,206,2049.7230966145576,1
364,140,2050.6543284639893,0
365,108,2059.2057123703235,0
366,207,2070.0080966500427,1
367,138,2076.707917297148,0
