,vn_id,time,type
0,17,4.580141629782503,1
1,4,12.943289930220558,1
2,20,21.431847798355037,1
3,14,25.940324944223704,1
4,5,27.558937109328483,1
5,11,28.08489473058762,1
6,21,32.190010022657845,1
7,22,33.74195519704975,1
8,19,35.860910645220144,1
9,18,40.151417853690404,1
10,0,41.1364932773132,1
11,1,44.24103937323297,1
12,16,45.825162612793605,1
13,8,51.0017510832895,1
14,9,52.737471001243215,1
15,10,54.507919584313086,1
16,15,55.68917645208652,1
17,14,57.76571667561713,0
18,6,64.09267639101624,1
19,2,68.34725542830674,1
20,13,75.94563276971523,1
21,16,77.39552812376387,0
22,13,81.70864998150222,0
23,23,82.695779237669,1
24,12,87.93705934569226,1
25,3,92.59769042576644,1
26,7,97.22228217449728,1
27,40,103.47667680617056,1
28,43,105.5860549236433,1
29,19,107.32010542670017,0
30,6,110.04767964420876,0
31,47,112.20002576877302,1
32,26,114.2516236642525,1
33,46,117.06174143999311,1
34,42,118.9783552165436,1
35,22,120.91723075657787,0
36,43,128.77702074106946,0
37,45,139.83154179721726,1
38,27,145.50325909226103,1
39,10,149.71965985536596,0
40,31,152.94533561494757,1
41,35,154.59439458231793,1
42,41,156.99128043454385,1
43,34,158.3496792024642,1
44,37,159.21757138619193,1
45,1,161.42688569493038,0
46,36,164.56747344767734,1
47,28,167.30036751747522,1
48,30,170.42274011493245,1
49,39,180.1307895972202,1
50,15,180.9939894048531,0
51,29,182.55454498031204,1
52,24,183.0894122388408,1
53,38,183.80741830614815,1
54,32,184.59081936270647,1
55,24,185.65110398088862,0
56,44,190.13567258084993,1
57,33,191.04734538079254,1
58,25,195.89262202450465,1
59,49,203.49593379788485,1
60,56,205.51466109268077,1
61,44,205.9536580726007,0
62,68,213.57886145472085,1
63,45,213.70702284572832,0
64,67,227.66838505770977,1
65,50,230.01484482166907,1
66,57,231.32680406205833,1
67,70,239.20361027191538,1
68,53,242.00689220545118,1
69,63,244.6310869360378,1
70,69,244.70658362166472,1
71,63,244.7559827047488,0
72,65,246.6896762005745,1
73,62,252.0897100083158,1
74,71,257.8783790036624,1
75,21,258.6142505589477,0
76,48,261.22165215575404,1
77,58,262.18848292575296,1
78,51,264.02926544138666,1
79,60,276.1848715337776,1
80,55,278.02095816392284,1
81,61,282.17451418235953,1
82,59,283.69562098769933,1
83,46,284.90368904520915,0
84,11,289.1525696202645,0
85,59,293.5312432623767,0
86,66,293.76102078757566,1
87,52,297.8778009291515,1
88,64,298.1848400200639,1
89,54,299.9813445542201,1
90,4,301.09496878849586,0
91,89,304.45911628338547,1
92,7,309.7322403775297,0
93,76,317.2138922899535,1
94,80,318.84925793777273,1
95,79,319.1756659552684,1
96,81,320.7854751185047,1
97,12,323.40755636234144,0
98,93,324.31588536994354,1
99,8,326.4385387711414,0
100,18,327.7801520766727,0
101,85,340.5164776620901,1
102,32,340.5997259057991,0
103,57,342.6328210083048,0
104,94,346.22090282679494,1
105,83,347.25931135813835,1
106,74,347.96517522259796,1
107,74,353.62461160214036,0
108,92,357.82113905335314,1
109,91,361.7450515927696,1
110,37,364.55289657013714,0
111,34,364.856231475609,0
112,58,365.82075527564456,0
113,73,365.9988210606355,1
114,41,366.1031949259277,0
115,87,366.1422610591592,1
116,90,379.9089104464476,1
117,95,381.86749060156217,1
118,77,382.9994698880912,1
119,3,384.833159662449,0
120,29,384.9260959822058,0
121,75,385.5733339429708,1
122,89,387.2021819453866,0
123,84,388.5996155949516,1
124,72,388.7423969148725,1
125,78,391.4358931534403,1
126,88,392.40068233427763,1
127,85,394.48841299458576,0
128,86,395.41003060702946,1
129,35,397.20507006231065,0
130,82,399.8948909332441,1
131,91,400.87973053720367,0
132,119,401.39190293048625,1
133,102,403.45437645505285,1
134,105,404.47680247475034,1
135,98,405.3678710391425,1
136,117,407.00401554274987,1
137,101,407.0663984959806,1
138,109,407.1158777546952,1
139,28,408.77835935802636,0
140,115,409.0158050085836,1
141,81,413.8763667369442,0
142,112,414.31559982847915,1
143,27,416.4596766626935,0
144,97,420.17089329486765,1
145,84,425.5538772983862,0
146,53,425.85494528192567,0
147,116,426.89329073714896,1
148,118,431.75267588652764,1
149,62,433.273519444071,0
150,38,435.3185060872597,0
151,99,436.7088027247198,1
152,90,445.88524819305945,0
153,94,446.26936756111,0
154,103,455.14261444988915,1
155,72,456.8837039834801,0
156,64,458.373263933652,0
157,26,459.59627263875296,0
158,110,460.3485291904741,1
159,23,461.47289464719654,0
160,66,461.5122428411331,0
161,108,470.3251245520139,1
162,100,472.6062471430395,1
163,104,473.15027124505775,1
164,114,476.1023750347443,1
165,111,477.684527303501,1
166,114,479.17886070741685,0
167,113,480.3970452662869,1
168,117,481.5376924825805,0
169,20,482.73682179705804,0
170,106,487.3830801468372,1
171,96,489.0681241157944,1
172,51,489.76623415624414,0
173,107,492.6092247772159,1
174,60,494.79366421661507,0
175,77,496.7019034928361,0
176,55,500.4383938558444,0
177,143,501.99180017378575,1
178,95,505.294393948511,0
179,136,509.18153790813125,1
180,40,512.4295316576495,0
181,129,512.8994654408823,1
182,42,512.9318494125582,0
183,125,513.9565303116453,1
184,39,518.3107071003969,0
185,93,520.2163791926336,0
186,127,520.2396504591028,1
187,126,524.1421963554377,1
188,141,526.040462633649,1
189,139,527.0815968944481,1
190,123,529.5326225216272,1
191,142,535.5347946832028,1
192,79,536.7004143151435,0
193,121,539.6429403649695,1
194,105,539.7131245415068,0
195,140,540.4326664028339,1
196,124,540.8458451687496,1
197,122,543.6047264336574,1
198,131,551.5414267895171,1
199,102,553.0415394289022,0
200,108,555.4734800845081,0
201,138,556.298456839718,1
202,136,557.8271249112995,0
203,69,561.2637685946911,0
204,137,562.8522558403522,1
205,133,567.4207508240534,1
206,71,571.2767751507671,0
207,120,578.1831924242676,1
208,135,578.690376881701,1
209,143,581.8473769702091,0
210,130,583.5315388805095,1
211,83,587.5498837581208,0
212,120,591.5502781779239,0
213,132,592.6580167537886,1
214,128,597.11672331415,1
215,134,597.9908645316493,1
216,164,605.6754512278051,1
217,147,607.4616688843862,1
218,147,608.5209584634302,0
219,49,611.4525505723066,0
220,161,611.4577957968779,1
221,149,611.6034921928376,1
222,121,611.979694765041,0
223,163,614.0264943148212,1
224,97,618.5422226374417,0
225,151,620.796090318638,1
226,158,633.7656223466186,1
227,155,633.84041037004,1
228,162,635.5195034363976,1
229,125,636.1354272388065,0
230,165,636.8005523269434,1
231,146,637.3364688376132,1
232,87,640.1522249878817,0
233,76,641.6369421830592,0
234,149,644.1129838147277,0
235,154,650.535106398645,1
236,152,651.4155172730442,1
237,160,652.8690331038804,1
238,130,655.868000230478,0
239,133,657.8089941518747,0
240,153,658.5412124731848,1
241,156,659.7887235206462,1
242,36,664.9587168000828,0
243,148,665.5634536518729,1
244,148,669.116121829557,0
245,78,669.1376011323151,0
246,123,669.1677945062208,0
247,159,671.1817755319515,1
248,150,673.3412097863934,1
249,150,673.4385626521438,0
250,17,678.3445509007768,0
251,138,678.9224398446836,0
252,110,680.1688856440935,0
253,131,682.3098334323456,0
254,30,682.6293636748031,0
255,33,685.4069210458831,0
256,54,686.3227705669245,0
257,144,686.6323116448688,1
258,80,688.589216348739,0
259,166,696.9442017936528,1
260,145,697.1605213295322,1
261,167,699.6955688975328,1
262,157,699.7218543979029,1
263,180,701.5941962877687,1
264,61,702.4605778300952,0
265,174,703.2169727782292,1
266,169,706.4932734743489,1
267,188,707.5677010644959,1
268,157,707.8426239932606,0
269,111,711.2044420426085,0
270,65,713.4009234179352,0
271,190,714.7090167555147,1
272,182,716.4549869431886,1
273,183,720.0691019963042,1
274,171,725.9517560087452,1
275,170,726.8712844574218,1
276,47,731.715819596007,0
277,179,732.23599181184,1
278,151,733.3662044837386,0
279,182,736.7230139069129,0
280,176,737.1765533463761,1
281,190,742.8734113885305,0
282,168,749.9863726643287,1
283,177,755.7552073025619,1
284,166,756.3205619178469,0
285,135,757.617700445895,0
286,175,759.8283644130961,1
287,153,760.387132078312,0
288,181,762.7508064058318,1
289,188,767.1179582518589,0
290,186,767.7072399804642,1
291,178,769.4433798484494,1
292,184,770.4258600183913,1
293,68,773.1051297835305,0
294,5,774.6414564009929,0
295,189,775.9064034836495,1
296,163,778.498010071598,0
297,187,780.4886897891058,1
298,0,782.3267893911301,0
299,191,784.7413462082806,1
300,99,786.0867263022392,0
301,173,790.3276508761367,1
302,178,793.0015757771797,0
303,185,793.4455289713552,1
304,172,794.821389756808,1
305,165,797.7590241763153,0
306,194,801.3240261235094,1
307,196,803.0161663779385,1
308,137,805.4703777946158,0
309,199,807.4078638575312,1
310,103,809.7146732085073,0
311,155,817.1991968340516,0
312,192,821.6517988893106,1
313,175,822.6472540551046,0
314,48,824.2695645857009,0
315,187,827.3246590672791,0
316,210,827.5138952758382,1
317,56,830.2136404505721,0
318,211,832.4530830127893,1
319,205,836.3664023741419,1
320,197,840.9731137091948,1
321,208,842.5018130332087,1
322,207,843.3094511807631,1
323,119,844.5702159780508,0
324,50,844.6590710905493,0
325,213,849.0370041947424,1
326,215,853.7519444723249,1
327,193,859.3757891778274,1
328,213,860.2980021905962,0
329,204,865.0147526457058,1
330,197,868.6332531627528,0
331,202,871.1241010229614,1
332,198,873.9099555898699,1
333,183,878.1430021882651,0
334,128,878.9064575249687,0
335,172,880.0923147590822,0
336,195,881.7257466233165,1
337,201,882.933601529116,1
338,52,883.5682908122028,0
339,168,883.6124875880448,0
340,201,884.0179940320625,0
341,212,884.4666277049862,1
342,200,884.7554063810019,1
343,141,888.2024144891299,0
344,208,888.9724887224052,0
345,193,889.0012305653752,0
346,206,890.045757627402,1
347,209,891.9276938841504,1
348,126,891.9438562032706,0
349,214,895.2635784787708,1
350,203,899.7523785346328,1
351,219,901.6495448293412,1
352,230,906.9281101997001,1
353,122,910.4823594749014,0
354,164,911.8660163372708,0
355,220,913.7979842008219,1
356,229,916.6311066328764,1
357,228,916.7759818636695,1
358,115,917.7045677463182,0
359,225,918.5842390642682,1
360,234,923.1783324357311,1
361,88,924.2472461504781,0
362,216,926.3384981262723,1
363,222,927.0450140430212,1
364,221,927.2944105022656,1
365,159,928.6008780027316,0
366,218,930.3072811923656,1
367,238,930.4685647765838,1
368,227,938.0985384481278,1
369,232,939.6963307673228,1
370,231,944.6516227549245,1
371,236,945.5502566590499,1
372,223,947.1158090375936,1
373,161,952.6390590976039,0
374,98,952.7994396175532,0
375,140,953.024067281734,0
376,211,955.1263817148084,0
377,237,955.1892289143071,1
378,177,956.1173375908443,0
379,226,957.0830734500323,1
380,196,958.81120617166,0
381,232,960.7545823441159,0
382,73,961.3666769022304,0
383,233,962.4521874468701,1
384,189,965.1618859202271,0
385,129,965.9538416277842,0
386,202,968.9442433832176,0
387,215,970.6331211348399,0
388,127,971.4883960729366,0
389,239,974.9100257128293,1
390,235,976.6052011404435,1
391,96,980.8817510148954,0
392,124,982.4586391731755,0
393,224,982.7718648077712,1
394,214,987.4130151844779,0
395,132,987.537006446755,0
396,217,988.8276073569386,1
397,194,989.8915025132274,0
398,237,993.3477727955259,0
399,139,995.7243995675547,0
400,154,1001.1777314472458,0
401,173,1001.4327890451362,0
402,251,1003.3856374406082,1
403,206,1004.9897486439173,0
404,254,1005.4395985685146,1
405,228,1006.2816617476834,0
406,204,1008.1263213941523,0
407,250,1009.9795228334648,1
408,118,1011.1397101283519,0
409,262,1011.6568926090569,1
410,185,1012.6624209268648,0
411,245,1014.0846891985292,1
412,246,1015.1590858622769,1
413,134,1016.0526287795493,0
414,246,1017.2765647962635,0
415,242,1018.087036065431,1
416,200,1019.7069313927698,0
417,146,1021.250044934437,0
418,244,1022.6198397500794,1
419,158,1026.1033308325668,0
420,243,1027.8609909172135,1
421,248,1029.2609528325809,1
422,241,1035.8006721279673,1
