,vn_id,time,type
0,10,6.960776270947008,1
1,17,21.67182857599954,1
2,11,25.412494371880953,1
3,16,35.20818258363752,1
4,7,40.4379862854229,1
5,1,48.12472722837321,1
6,3,48.16050265720674,1
7,14,48.82533722692969,1
8,19,52.07440455953922,1
9,13,59.9867524715079,1
10,15,60.14746722098243,1
11,8,63.32150560970207,1
12,13,65.74976968329489,0
13,16,66.77854809460779,0
14,12,68.89072335859902,1
15,5,77.34074529062296,1
16,14,80.65072895832311,0
17,18,80.65493477325543,1
18,0,88.1217899457683,1
19,2,88.46215586224473,1
20,6,93.26728095000497,1
21,4,93.6449880909216,1
22,9,97.55545949888321,1
23,23,101.24491365629764,1
24,10,102.1725165419999,0
25,24,104.69356096286221,1
26,35,104.778404431645,1
27,33,106.08557450370758,1
28,24,107.25525270491003,0
29,36,113.48499692178189,1
30,19,123.53359934101924,0
31,34,124.80903630531488,1
32,28,132.1621400947119,1
33,21,135.64900655879268,1
34,6,139.2222842031975,0
35,25,141.41275898902512,1
36,22,143.75658131856983,1
37,32,144.57147611590813,1
38,26,146.1270527902795,1
39,31,151.98176983785297,1
40,1,165.31057355007061,0
41,20,172.53098651087979,1
42,39,174.2112122349028,1
43,38,176.1841176931473,1
44,27,180.44249131217558,1
45,37,181.18090948103134,1
46,15,185.45228017374902,0
47,30,191.22725422274928,1
48,29,198.44355377316543,1
49,48,201.67024237286884,1
50,56,205.59052673472206,1
51,49,206.1257352963666,1
52,53,211.53472045578332,1
53,50,216.0525487266575,1
54,55,216.5496812152091,1
55,47,217.17830074512224,1
56,52,217.406868549266,1
57,22,230.93185687809796,0
58,40,246.4193151012752,1
59,7,252.9479444884553,0
60,42,258.97647131913754,1
61,51,259.57597049842013,1
62,54,266.1998800534537,1
63,57,269.9733259463545,1
64,46,270.0153498641856,1
65,45,276.43000794631996,1
66,44,279.3169540795944,1
67,11,286.4801692615579,0
68,43,290.47740806288397,1
69,59,291.0708782065057,1
70,41,293.31859118628876,1
71,44,295.13493957134517,0
72,58,299.55050210413714,1
73,32,300.58038265900075,0
74,59,300.90650048118306,0
75,69,301.4400602710567,1
76,12,304.3612203752482,0
77,66,309.59672904916374,1
78,67,309.90939709251336,1
79,63,313.0654997982297,1
80,63,313.1903955669407,0
81,68,313.6247517223027,1
82,43,313.6683738803101,0
83,75,321.18036962221413,1
84,34,331.31558857845965,0
85,60,332.22618763601,1
86,77,332.71945527519995,1
87,8,338.75829329755396,0
88,76,339.62727166109227,1
89,3,340.3959718938894,0
90,71,342.7140281942019,1
91,74,344.265621214951,1
92,72,345.23888739936194,1
93,79,345.95618257796474,1
94,35,347.38907991163774,0
95,74,349.9250575944934,0
96,45,350.305488994831,0
97,64,350.6707289864596,1
98,21,362.07324709508254,0
99,73,362.3186255402992,1
100,18,368.28366899623774,0
101,28,373.64013193526307,0
102,62,378.91190388146345,1
103,57,381.279342892601,0
104,4,381.79666694919695,0
105,65,384.099702802508,1
106,61,386.3448359235244,1
107,70,386.42226492833106,1
108,37,386.51623466497654,0
109,78,391.2389397046209,1
110,53,395.38277353225783,0
111,29,400.81510477505924,0
112,93,403.17194755955643,1
113,58,403.18277445402873,0
114,72,413.38019446796955,0
