,id,nodes_num,edges_num,lifetime,start_time,end_time,cpu_data,ram_data,rom_data,bw_data
0,0,6,5,720.2106577278906,33.789691278122575,754.0003490060133,[18  2 15 27 24 24],[15 23 24  8 17 10],[14 14  8  7 28 12],[10 20 26  9  9]
1,1,8,7,338.8490402333158,55.445793586832686,394.2948338201485,[ 5 20 28 28 25  7 20  6],[ 2 26 26 15  2  8 17 29],[ 6 28  9  5  3 21  7  4],[11 12 28  3 23  8 22]
2,2,8,7,262.77875396256616,42.25322630521437,305.0319802677805,[29 13 23 18  2 16 30 15],[17  9  8 20 16 16 26 13],[17  4 11  3 19  4  4  2],[ 3 23 18 28  8 30 27]
3,3,2,1,208.6393990270156,84.52131964271123,293.16071866972686,[19 13],[5 3],[30 28],[11]
4,4,3,2,304.51918064311053,92.82033218476111,397.33951282787166,[12 27 19],[14 12 21],[13 20 10],[ 4 29]
5,5,4,3,1169.0241123601595,86.70113849441927,1255.7252508545787,[ 6  7 16 28],[19  3 24 28],[19 12 23 14],[24 10 21]
6,6,2,1,386.9574821075193,26.184277335318043,413.1417594428373,[ 8 21],[26 15],[26 27],[11]
7,7,9,8,25.66650646243471,98.45130615662276,124.11781261905747,[29 17 19 16  2 26 13  5  3],[14 29  9  8 14 23  2 18 20],[ 9  7 19 19  8 18 30 11 27],[ 2 15 28 21  8 22 10  8]
8,8,4,3,303.6827080114801,98.5632285144277,402.2459365259078,[12 26 17 26],[21 29 14 24],[ 4 26  8 17],[22  3  8]
9,9,7,6,145.1083006773973,32.73904803729164,177.84734871468893,[10 19  2 30 27 24 15],[30 27 22 20 14  2 29],[15 19 28 20 27  6 19],[11 25 26  6  3 22]
10,10,5,4,99.5283370849367,60.811248768786804,160.3395858537235,[17  9  7 13 20],[10 18 25 16 21],[22 12 29 28 21],[21 12  4 19]
11,11,3,2,770.6955879465091,73.73376394712957,844.4293518936387,[ 7 11 20],[24  9 21],[27 10 21],[ 2 15]
12,12,6,5,926.8854820886888,159.80466448223555,1086.6901465709243,[30  3  7 15 11 19],[ 5  2 18 24 18 13],[10 17 14 18 11 27],[13 24  9 11 17]
13,13,4,3,737.2982200357216,134.04638771706271,871.3446077527842,[23  2 13 11],[15 14 18 25],[17 18 30 22],[20 19  7]
14,14,4,3,809.1492374433063,188.56877777768972,997.718015220996,[21 13  6 23],[ 4 15 27 17],[10 17 21 16],[20  8 28]
15,15,2,1,795.1781004181162,143.84998773993485,939.028088158051,[ 7 20],[18  9],[29 16],[28]
16,16,3,2,405.7083572201706,171.8888470699205,577.5972042900911,[13 19 13],[ 3 30  5],[13  4 12],[16 25]
17,17,3,2,173.05641171163157,152.78306409280975,325.83947580444135,[27 14 15],[30 29 30],[ 7 30 12],[26 13]
18,18,4,3,295.9942922719253,138.0837732328169,434.0780655047422,[29 10 26 18],[15 20 11 22],[12 30  6  5],[27 28 30]
19,19,2,1,191.9716084623815,159.90222312413863,351.87383158652017,[29 16],[13 20],[14  5],[16]
20,20,3,2,656.0076762964629,172.61285367029438,828.6205299667573,[29 28 12],[13 29 26],[26  4 10],[ 8 28]
21,21,8,7,273.9891385429146,104.0718862591276,378.0610248020422,[19  7 17 30  4  4  6 12],[19  8 12  2  9  4  6 18],[12 21 17  5  8  9 12 30],[26 13 24 22  2 14  5]
22,22,9,8,94.3799773644369,111.78436170033042,206.16433906476732,[14 22 26  4 21 18 24 13 23],[18 22  4  2  9 28 20  2  3],[29 16 27  6 26 30 14 23  5],[ 9 11 11 12 16 22 21 17]
23,23,2,1,559.9431308658252,112.5565282218183,672.4996590876435,[ 9 11],[ 7 18],[ 4 12],[5]
24,24,7,6,242.10049758266516,286.95361903193015,529.0541166145953,[13 23 19 17 25 16 11],[15 18 29  7  7 13 19],[ 9  7 27 30 22 15  8],[24 10 27 26 19 28]
25,25,7,6,209.85062582948152,245.6156417191792,455.4662675486607,[ 2 12 12 26 21  2 30],[27  6  3  9 25 19 14],[11 26 12  7  3 26  2],[24 12 22  2  9 30]
26,26,5,4,534.1356258762494,277.56850361768636,811.7041294939357,[16 12  8  9 18],[16 18 23 12 21],[23 25  2 30 21],[20  3  7  8]
27,27,8,7,318.70018452301264,220.7246426616959,539.4248271847085,[14  9 15 14  8  5 15 29],[ 9 30 23 22 17 16 20 19],[15 22 24 11 12 21  4  5],[ 8 25  2 14 18  7 18]
28,28,4,3,226.85867915897694,285.1177220280018,511.97640118697876,[15  4  2 19],[24 27 25  7],[ 2  9 29 25],[10 13 27]
29,29,6,5,209.64656895891864,204.66328676392135,414.30985572284,[ 8 25  2 13 28 12],[16 16 21 14  8 29],[19 23 17 23  3  5],[28  4 30 22  6]
30,30,7,6,376.26197080834305,216.86119974284628,593.1231705511893,[11  2 12  5 13 10 12],[26 28 17 14 21 22 19],[19  7 25 10 21 29  4],[17  8 10 21 15 21]
31,31,8,7,1016.2713712675846,287.34862335262227,1303.6199946202069,[29 28 29 30  6  8 27  5],[20 25  6 26  9 21 25 17],[10  6 28 12  2 10 13  8],[12 26 26 24 25  5 26]
32,32,3,2,188.19393297273857,248.09757883705242,436.291511809791,[26 26 25],[15 23 10],[12  7  9],[26 16]
