,0,1,2,3,4,5,6,7,8
441,442,FALSE,352,0.79638009,255.561086,0,0,0.77325064,73
442,443,FALSE,352,0.79458239,254.9841987,0,0,0.77325064,73
443,444, True,353,0.79504505,254.8513514,196,213,0.77346458,74
444,445,FALSE,353,0.79325843,254.2786517,0,0,0.77346458,73
445,446, True,354,0.79372197,254.103139,176,250,0.77334607,74
446,447, True,355,0.79418345,254.0425056,227,327,0.77316983,74
447,448, True,356,0.79464286,253.9888393,230,298,0.77316709,75
448,449, True,357,0.79510022,253.7060134,127,135,0.77332066,76
449,450,FALSE,357,0.79333333,253.1422222,0,0,0.77332066,76
450,451,FALSE,357,0.79157428,252.5809313,0,0,0.77332066,75
451,452,FALSE,357,0.78982301,252.0221239,0,0,0.77332066,75
452,453, True,358,0.79028698,252.4944812,466,560,0.77354343,75
453,454, True,359,0.7907489,252.1806167,110,132,0.77359676,75
454,455,FALSE,359,0.78901099,251.6263736,0,0,0.77359676,75
455,456, True,360,0.78947368,251.5438597,214,293,0.77351136,75
456,457, True,361,0.78993435,251.2647702,124,154,0.77354423,76
457,458, True,362,0.79039301,251.1790393,212,346,0.77317024,77
458,459,FALSE,362,0.78867102,250.6318083,0,0,0.77317024,77
459,460,FALSE,362,0.78695652,250.0869565,0,0,0.77317024,76
460,461, True,363,0.78741866,250.1388286,274,410,0.77288204,76
461,462, True,364,0.78787879,250.8333333,571,724,0.7729583,73
462,463, True,365,0.78833693,250.9978402,327,439,0.77287631,74
463,464, True,366,0.7887931,251.7068966,580,756,0.77284789,73
464,465, True,367,0.78924731,252.2086022,485,726,0.7723468,74
465,466, True,368,0.78969957,252.0386266,173,204,0.77244836,74
466,467,FALSE,368,0.78800857,251.4989293,0,0,0.77244836,74
467,468,FALSE,368,0.78632479,250.9615385,0,0,0.77244836,74
468,469,FALSE,368,0.78464819,250.4264392,0,0,0.77244836,74
469,470,FALSE,368,0.78297872,249.893617,0,0,0.77244836,74
470,471, True,369,0.78343949,249.8980892,252,373,0.77221136,73
471,472, True,370,0.78389831,250.2690678,425,680,0.77155752,74
472,473, True,371,0.78435518,250.0465116,145,199,0.77150182,75
473,474,FALSE,371,0.78270042,249.5189873,0,0,0.77150182,74
474,475,FALSE,371,0.78105263,248.9936842,0,0,0.77150182,74
475,476,FALSE,371,0.77941176,248.4705882,0,0,0.77150182,74
476,477,FALSE,371,0.77777778,247.9496855,0,0,0.77150182,73
477,478, True,372,0.77824268,248.3075314,419,543,0.7715023,74
478,479, True,373,0.77870564,248.2901879,240,287,0.77162284,74
479,480, True,374,0.77916667,248.9895833,584,689,0.77196099,74
480,481, True,375,0.77962578,248.8794179,196,269,0.77188582,75
481,482,FALSE,375,0.7780083,248.3630705,0,0,0.77188582,75
482,483, True,376,0.77846791,248.1449275,143,211,0.77175789,76
483,484,FALSE,376,0.7768595,247.6322314,0,0,0.77175789,75
484,485,FALSE,376,0.77525773,247.1216495,0,0,0.77175789,75
485,486,FALSE,376,0.77366255,246.6131687,0,0,0.77175789,74
486,487, True,377,0.77412731,247.2546201,559,825,0.77126021,73
487,488, True,378,0.77459016,247.3913934,314,440,0.77109827,74
488,489, True,379,0.77505112,247.3210634,213,293,0.77101582,74
489,490, True,380,0.7755102,247.6204082,394,513,0.77100609,75
490,491,FALSE,380,0.77393075,247.1160896,0,0,0.77100609,75
491,492,FALSE,380,0.77235772,246.6138211,0,0,0.77100609,75
492,493,FALSE,380,0.77079108,246.1135903,0,0,0.77100609,75
493,494, True,381,0.77125506,246.4757085,425,512,0.77119766,75
494,495, True,382,0.77171717,246.4,209,240,0.77134889,76
495,496, True,383,0.77217742,246.5524194,322,377,0.77154574,76
496,497, True,384,0.77263581,246.8410463,390,523,0.77146073,76
497,498, True,385,0.77309237,247.2409639,446,555,0.77157252,74
498,499, True,386,0.77354709,247.3106212,282,365,0.77157487,75
499,500, True,387,0.774,247.394,289,462,0.77115427,74
