,vn_id,time,type
0,0,7.01693606990986,1
1,14,11.206390159529633,1
2,10,19.678387936850427,1
3,13,24.22740748960807,1
4,13,29.990424701395057,0
5,7,37.70015844031022,1
6,14,43.03178189092306,0
7,8,54.00175952093109,1
8,16,58.283453651400755,1
9,5,59.07075995725191,1
10,4,68.18668247433197,1
11,1,68.65384726164544,1
12,2,70.6876708932173,1
13,6,72.0694440260415,1
14,12,72.857481978203,1
15,17,77.57358917136605,1
16,11,78.29758975526343,1
17,3,79.46618070000264,1
18,16,89.85381916237102,0
19,15,99.7120564601744,1
20,9,99.85291004291369,1
21,27,108.41082221598191,1
22,22,109.05419786068764,1
23,34,111.91538276510471,1
24,10,114.8901282079033,0
25,6,118.02444727923401,0
26,29,119.71847102042167,1
27,24,130.10146164923196,1
28,24,132.6631533912798,0
29,26,142.26394457169363,1
30,28,143.412233087624,1
31,20,147.44230309287627,1
32,35,149.4769043878198,1
33,30,152.19708685067468,1
34,23,157.4586021155352,1
35,21,157.50426166588093,1
36,31,162.64798482829946,1
37,18,165.0325380821809,1
38,32,185.1709564496939,1
39,1,185.83969358334286,0
40,25,189.61150281741516,1
41,19,191.01877434996848,1
42,22,196.22947342021575,0
43,33,196.76150817471364,1
44,50,210.71518816044045,1
45,53,214.55413708039953,1
46,15,225.01686941294096,0
47,46,229.17576190879024,1
48,49,229.2560572285849,1
49,43,232.71201016364645,1
50,52,236.59445340380955,1
51,40,237.83604989145167,1
52,38,238.4129395102188,1
53,48,244.92548597561313,1
54,47,246.03672584903518,1
55,42,248.17720442212553,1
56,7,250.21011664334264,0
57,43,255.90297598107261,0
58,41,259.94120771051627,1
59,44,261.9366932918158,1
60,19,262.4779691314485,0
61,45,274.8390831430699,1
62,36,277.2972741400625,1
63,44,277.7546787835666,0
64,39,288.5678594658189,1
65,37,288.79055829931656,1
66,51,298.7981349579941,1
67,61,305.39986155710386,1
68,56,305.5537904383026,1
69,71,305.89452949241866,1
70,64,307.8843038980982,1
71,12,308.3279789948522,0
72,57,310.3407747791605,1
73,34,318.4219350382495,0
74,65,319.3529997785052,1
75,29,322.09002202231545,0
76,59,325.51810500088567,1
77,8,329.438547208783,0
78,59,335.353727275563,0
79,11,339.36526464494034,0
80,32,341.1798629927865,0
81,63,344.9057162504041,1
82,63,345.0306120191151,0
83,45,348.71456419158096,0
84,58,352.9958496411938,1
85,4,356.3383613326073,0
86,66,364.6894908867564,1
87,60,367.07279912573335,1
88,3,371.70164993668527,0
89,70,377.2006771419489,1
90,27,379.36723978641436,0
91,62,382.2390757664707,1
92,21,383.92850220217076,0
93,28,384.89022492817514,0
94,68,385.55180116416193,1
95,67,390.6554215640462,1
96,54,391.17819179222505,1
97,55,392.0123865189013,1
98,35,392.0875798678125,0
99,46,397.01770951400624,0
100,69,397.9822821820077,1
101,53,398.402190156874,0
102,79,403.8244019176001,1
103,83,411.6997857256484,1
104,57,421.64679172540696,0
105,81,425.1065028889773,1
106,76,426.05144636093866,1
107,77,427.46102079223516,1
108,82,430.9293221683535,1
109,78,434.201924964167,1
110,18,452.6612723051632,0
111,87,456.4618573703845,1
112,58,456.6281219910854,0
113,74,457.55356284966405,1
114,80,457.97561418392803,1
115,89,459.4873695292953,1
116,74,463.21299922920645,0
117,64,468.0727278116863,0
118,85,468.9459605922095,1
119,41,469.0531222019001,0
120,88,472.3985093837376,1
121,84,479.6549740099122,1
122,75,485.9778240398191,1
123,26,487.6085935461941,0
124,72,488.3258540535935,1
125,73,488.73315518628374,1
126,38,489.9240272913304,0
127,37,494.12588348326176,0
128,86,497.89610536877274,1
129,104,502.61413792215444,1
130,90,504.4400531585596,1
131,95,511.36974794522746,1
132,97,511.40036076536353,1
133,103,516.1570059526721,1
134,84,516.6092357133468,0
135,81,518.1973945074168,0
136,102,518.7288676149591,1
137,85,522.9178959247051,0
138,51,524.5351036728516,0
139,66,532.4407129403139,0
140,101,533.2876699788582,1
141,100,533.4986927344082,1
142,23,536.2357175250627,0
143,99,541.0899219752781,1
144,77,541.16345439698,0
145,89,542.2304351912964,0
146,72,556.4671611222011,0
147,98,559.0407552309221,1
148,106,559.3357179708879,1
149,62,563.4228852022259,0
150,91,565.4688349814003,1
151,90,570.4163909051715,0
152,92,571.4482046878558,1
153,93,580.3504186824821,1
154,105,582.9231637072771,1
155,107,583.4793610818509,1
156,94,585.2866685552913,1
157,60,585.6815918085708,0
158,96,597.4566563753868,1
159,119,601.0188668995514,1
160,118,602.1359271945602,1
161,91,604.6035139258344,0
162,111,605.358113299794,1
163,20,608.7472770915792,0
164,115,613.6156674319437,1
165,120,613.8305151993626,1
166,55,614.4298222108229,0
167,71,619.2929256395233,0
168,79,621.3491502774751,0
169,109,625.2752569687459,1
170,39,626.7477769689957,0
171,120,627.1976009530189,0
172,95,634.7966512921763,0
173,49,637.2126740030067,0
174,42,642.1306986181402,0
175,40,646.7889047429305,0
176,112,648.401137420946,1
177,121,651.0376779495601,1
178,83,651.9903581256309,0
179,113,653.6562674915482,1
180,108,653.7936214752549,1
181,125,662.3843834690148,1
182,116,664.2084323259323,1
183,122,664.3957090940736,1
184,30,664.4037104105453,0
185,102,668.3160305888084,0
186,124,672.1583602393948,1
187,94,685.3351332896063,0
188,114,688.7902659495678,1
189,33,691.1210838398042,0
190,114,691.8667516222404,0
191,123,692.6218334600145,1
192,110,692.7083513972748,1
193,117,695.011312587266,1
194,134,701.022360391108,1
195,130,704.9620654703893,1
196,143,706.2748822498586,1
197,97,709.7716901079376,0
198,78,711.9036329430419,0
199,127,712.736276504681,1
200,69,714.539467155034,0
201,131,716.9016992665793,1
202,128,717.3453471683914,1
203,105,718.1594857740336,0
204,129,718.6510058569062,1
205,133,721.650398230843,1
206,121,723.3744323496317,0
207,139,724.2794009080737,1
208,61,725.6859252048395,0
209,87,730.471821299107,0
210,140,733.063392515088,1
211,108,738.9419770077491,0
212,135,739.0074444960987,1
213,138,743.3058967398409,1
214,137,743.8720044494081,1
215,0,748.2072321837268,0
216,76,750.4744962540444,0
217,17,751.3379984423603,0
218,136,759.6007490796673,1
219,126,763.314139607819,1
220,142,763.635675906451,1
221,117,769.5449895270967,0
222,141,773.6359867506796,1
223,93,776.2509125051721,0
224,130,777.2985268203578,0
225,54,777.5196178049296,0
226,36,777.6885174924679,0
227,132,778.3142312807801,1
228,125,784.563280396176,0
229,65,786.0642469958659,0
230,143,786.1304590462819,0
231,160,801.1036158525353,1
232,5,806.1532792489163,0
233,48,807.97339840556,0
234,136,808.2463360828356,0
235,159,811.6600622157234,1
236,133,812.0386415586644,0
237,146,812.8953150975306,1
238,148,816.4320953229977,1
239,148,819.9847635006818,0
240,52,822.2849432868609,0
241,50,825.3594144293207,0
