,vn_id,time,type
0,7,5.281551498775158,1
1,9,22.162176385656167,1
2,0,28.7672848948462,1
3,6,32.168807551054584,1
4,2,42.46378492876166,1
5,3,54.3933632264151,1
6,1,65.59290824288018,1
7,6,78.12381080424711,0
8,5,84.24580189505657,1
9,4,90.10286663262852,1
10,8,98.5613403974937,1
11,13,111.12226481756498,1
12,18,112.43881658636717,1
13,13,116.88528202935197,0
14,19,117.03236761179717,1
15,11,126.16803298261648,1
16,10,137.04678157255316,1
17,16,143.24079068751325,1
18,17,163.94378589212442,1
19,16,174.8111561984835,0
20,15,182.49613814838915,1
21,1,182.77875456457758,0
22,14,184.0383153024983,1
23,19,188.4915623932772,0
24,12,191.08101898748725,1
25,22,206.10851663163012,1
26,27,207.58750256390033,1
27,28,207.6986356562831,1
28,21,214.51277881204524,1
29,14,215.86370703389173,0
30,23,217.55241692348807,1
31,7,217.79150970180757,0
32,10,232.25852184360605,0
33,20,267.75362878112446,1
34,29,270.13962508815564,1
35,24,288.2842761543119,1
36,24,290.8459678963597,0
37,22,293.2837921911582,0
38,25,294.0150737588581,1
39,26,299.2147973466861,1
40,15,307.8009511011557,0
41,36,309.06733764561216,1
42,34,311.8769463796757,1
43,39,342.6255077253031,1
44,3,346.6288324630977,0
45,38,347.86981758001565,1
46,35,366.8032211226355,1
47,31,372.92001047825033,1
48,8,373.99812808534557,0
49,4,378.25454549090387,0
50,33,381.55570767490156,1
51,11,387.23570787229335,0
52,30,389.76162392335925,1
53,32,390.0347692818899,1
54,37,393.01998989814035,1
55,18,400.0675508093495,0
56,44,405.60807452771695,1
57,46,417.1360696618706,1
58,49,420.9977134291907,1
59,44,421.42606001946774,0
60,12,426.55151600413643,0
61,48,427.41346760586134,1
62,21,440.93701934833507,0
63,28,449.17662749683427,0
64,43,469.8595162427375,1
65,29,472.5111760900494,0
66,41,475.003139662121,1
67,47,477.4302821397614,1
68,27,478.5439201343328,0
69,40,482.0887598249534,1
70,45,486.63607399002126,1
71,42,488.86778340433403,1
72,43,493.0504820601637,0
73,56,502.652098488824,1
74,34,518.3834986528204,0
75,57,519.9474621840386,1
76,53,524.6959135459354,1
77,52,531.3751031200011,1
78,32,546.0436758249825,0
79,45,560.5115550385323,0
80,51,560.7539721834223,1
81,59,566.3942030807767,1
82,55,570.1635373837926,1
83,58,570.3986636293321,1
84,59,576.2298253554541,0
85,54,582.8133910175202,1
86,46,584.9780172670867,0
87,23,596.3295323330155,0
88,37,598.3553150820856,0
89,50,598.4923695259331,1
90,38,599.3809053611272,0
91,35,609.4138966026283,0
92,62,609.8184317957393,1
93,63,614.9303805153966,1
94,63,615.0552762841075,0
95,57,631.2534791302851,0
96,66,641.1298413341892,1
97,26,644.5594463211866,0
98,69,657.2308286108627,1
99,68,658.9169892395389,1
100,60,662.1384915341548,1
101,61,670.3538918501181,1
102,67,670.8352949478466,1
103,58,674.0309359792236,0
104,65,676.7378173458834,1
105,39,680.8054252284799,0
106,41,684.1150541535048,0
107,64,694.1974515878824,1
108,72,708.0472761835244,1
109,53,708.5439666224098,0
110,79,714.3340318139486,1
111,71,727.4950917088454,1
112,20,729.0586027798274,0
113,74,739.6094117425571,1
114,76,741.6496816787197,1
115,74,745.2688481220995,0
116,75,749.1599211853434,1
117,73,759.7761484551216,1
