,vn_id,time,type
0,8,1.6765239970501966,1
1,2,17.208155435744658,1
2,12,22.10194496511761,1
3,10,25.460094934151826,1
4,5,31.74140588768013,1
5,13,44.13471046797676,1
6,6,46.19622561075351,1
7,13,49.89772767976375,0
8,1,57.4881286706841,1
9,0,62.476103363279364,1
10,3,71.32512444518906,1
11,11,72.15769040212354,1
12,9,74.77244784141499,1
13,7,78.11907741714217,1
14,6,92.15122886394603,0
15,4,97.17878662217383,1
16,10,120.6718352052047,0
17,27,126.5220425411684,1
18,19,127.25922119186578,1
19,17,134.663446279359,1
20,24,136.30129480357587,1
21,16,137.3437749029414,1
22,24,138.8629865456237,0
23,15,142.61139590086756,1
24,21,143.0922543638682,1
25,23,143.397597249132,1
26,22,148.22688581698793,1
27,16,168.91414041391164,0
28,25,171.68869467373545,1
29,1,174.67397499238152,0
30,14,185.7453879334504,1
31,26,187.07286137703647,1
32,20,192.3408263666642,1
33,18,198.55440640462567,1
34,19,198.7184159733458,0
35,30,204.75270719855973,1
36,28,205.02460359362908,1
37,14,217.57077966484383,0
38,38,218.83604328063402,1
39,37,229.41380017939323,1
40,22,235.40216137651606,0
41,32,238.5188236833249,1
42,31,239.51653388411137,1
43,36,246.53350625830217,1
44,34,254.81817078289092,1
45,12,257.5724419817668,0
46,15,267.91620885363415,0
47,29,271.25083390602634,1
48,8,277.1133116849021,0
49,7,290.6290356201746,0
50,33,292.17337320624176,1
51,39,292.9844653227086,1
52,35,293.6426691306697,1
53,40,294.1404769286219,1
54,41,298.51961343929224,1
55,51,305.5061461054897,1
56,43,312.43215863996585,1
57,48,312.80405181843076,1
58,42,318.34414444776553,1
59,46,321.2637035521401,1
60,55,325.3398780171393,1
61,54,331.2345480607015,1
62,47,331.3458570270874,1
63,11,333.2253652918004,0
64,53,334.96030230438294,1
65,43,335.623124457392,0
66,49,340.2002923246687,1
67,45,346.8756282385808,1
68,3,363.56059368187164,0
69,21,369.516494900158,0
70,50,376.93933795942905,1
71,4,385.33046548044916,0
72,44,390.270908668727,1
73,32,394.52773022641753,0
74,52,396.22603741619736,1
75,27,397.47846011160084,0
76,44,406.08889416047776,0
77,67,413.0690791664142,1
78,69,420.5547363448338,1
79,45,420.7511092870919,0
80,66,432.76455209110026,1
81,37,434.74912536333846,0
82,58,436.05181694138616,1
83,59,441.1510329764258,1
84,68,441.55343949421103,1
85,64,442.5396593613092,1
86,28,446.5025954341802,0
87,59,450.9866552511032,0
88,56,456.1192112742983,1
89,34,461.32472305603574,0
90,38,470.3471310617456,0
91,29,473.62238490792015,0
92,61,475.72567018762646,1
93,63,476.18836649839056,1
94,63,476.31326226710155,0
95,18,486.18314062760794,0
96,62,486.25391765842164,1
97,60,486.749411331753,1
98,46,489.10565115735614,0
99,65,490.2928308440647,1
100,57,491.80826790754145,1
101,41,507.6315279306761,0
102,53,518.8083553808574,0
103,81,519.9974167651543,1
104,70,521.9079636711303,1
105,23,522.1747126586595,0
106,72,525.0070823849163,1
107,75,528.9259778653142,1
108,51,531.2431148203472,0
109,26,532.417510351537,0
110,35,536.2533446106625,0
111,74,536.9300352760392,1
112,73,537.747015002789,1
113,58,539.6840892912777,0
114,74,542.5894716555816,0
115,79,544.2457226498585,1
116,55,547.7573137090609,0
117,82,553.701042076915,1
118,78,560.3463031937118,1
119,83,567.3548708958676,1
120,71,569.1172213745466,1
121,76,572.4201751754738,1
122,72,593.1483894535239,0
123,77,597.6945041699706,1
124,80,599.6531430606622,1
125,66,600.5157741446577,0
126,89,601.0457831948136,1
127,64,602.7280832748972,0
128,57,603.1142848537879,0
129,86,605.4927213385943,1
130,95,612.1268748712464,1
131,81,613.0883083835938,0
132,84,624.7425906627757,1
133,39,631.1643828258855,0
134,85,632.0941759522905,1
135,97,639.9250112020129,1
136,94,644.8784683279886,1
137,96,651.9993376283957,1
138,20,653.6458003653672,0
139,90,656.9602605609385,1
140,84,661.6968523662102,0
141,88,665.8837876374403,1
142,87,667.3515491023959,1
143,62,667.4377270941768,0
144,91,669.327467529395,1
145,92,675.4648717782491,1
146,89,683.7888488568146,0
147,85,686.0661112847861,0
148,93,696.7124927093516,1
149,40,703.0933317801008,0
150,60,705.3582040145905,0
151,105,706.0003956806877,1
152,91,708.4621464738291,0
153,77,711.3969377747155,0
154,42,712.2976386437801,0
155,30,716.9593307584304,0
156,106,717.001219420744,1
157,54,717.575974073406,0
158,90,722.9365983075504,0
159,111,734.1990020583376,1
160,107,735.4792776217872,1
161,95,735.5537782181952,0
162,98,735.7707616262527,1
163,69,737.1119213178602,0
164,100,740.2341522313719,1
165,94,744.9269330623036,0
166,36,746.9247496107075,0
167,49,748.1569090990904,0
168,102,749.1212205487902,1
169,101,759.8676884841898,1
170,79,761.7704710097336,0
171,103,762.8473363083469,1
172,104,770.1379643377455,1
173,99,772.1207514526204,1
174,108,778.2979097708708,1
175,5,778.8239251793445,0
176,33,786.5329488713323,0
177,110,794.745547355964,1
178,109,796.7763041405353,1
179,0,803.6663994770962,0
180,83,807.6454432958501,0
181,17,808.4278555503533,0
182,113,821.2668271123181,1
183,124,829.2241008036251,1
184,120,829.5843144881742,1
185,114,829.6755512263279,1
186,115,830.5956552339106,1
187,114,832.7520368990005,0
188,78,838.0480111725867,0
189,97,838.296340544587,0
190,116,840.9067206649847,1
191,105,841.2367177474441,0
192,121,841.2480301668284,1
193,118,841.3639227446813,1
194,125,842.0811674827319,1
195,120,842.9514002418305,0
196,108,863.446265303365,0
197,122,866.5388983043855,1
198,48,875.8519642483777,0
199,71,882.5156175216513,0
200,123,882.6051286309934,1
201,117,887.4226793661873,1
202,119,889.4952904199774,1
203,93,892.6129865320416,0
204,61,896.0117338353621,0
205,76,896.8432250685795,0
206,102,898.7083835226396,0
207,112,899.2895155296156,1
208,132,908.2384563217234,1
209,121,913.5847845668999,0
210,135,924.7552896913103,1
211,127,927.4516074043659,1
212,137,927.8662238306023,1
213,139,929.3337758760565,1
214,134,932.7135767252926,1
215,87,941.3615130311184,0
216,131,942.5771287594783,1
217,133,943.062642632768,1
218,129,946.7208411258483,1
219,47,950.8616508543214,0
220,128,951.2088302628083,1
221,65,957.0040780614255,0
222,138,961.5489093324913,1
223,117,961.9563563060179,0
224,125,964.2600644098931,0
225,111,967.7189167974451,0
226,136,968.1098961937716,1
227,80,969.3931014716285,0
228,52,981.9165272992486,0
229,130,989.7467719117797,1
230,126,989.9038513480518,1
231,50,991.5835642283093,0
232,68,1001.0797078230207,0
233,144,1005.2479755137297,1
234,148,1011.801647374939,1
235,110,1014.5659038095835,0
236,148,1015.354315552623,0
237,147,1015.6162276564227,1
238,147,1016.6755172354667,0
239,136,1016.7554831969398,0
240,123,1022.2403006155871,0
241,140,1030.3372569920543,1
242,142,1032.6459028732017,1
243,133,1033.4508859605894,0
244,141,1038.0050076778875,1
245,152,1042.661473846238,1
246,143,1047.500675064852,1
247,151,1056.6414174108313,1
248,149,1060.3807578995736,1
249,130,1062.083233261748,0
