,id,nodes_num,edges_num,lifetime,start_time,end_time,cpu_data,ram_data,rom_data,bw_data
0,0,6,5,228.27143591013353,34.010860968893184,262.2822968790267,[ 2 30  8 18  9 25],[21 28 28 14 22  9],[14  9 11 18 14 26],[15 27  4  4  9]
1,1,6,5,2044.4740520607056,74.18574820032543,2118.6598002610313,[ 4  4 18 21 13 16],[ 7  2  9  5 29 15],[30  5 16  4  4 20],[13 19 27  9 12]
2,2,4,3,685.9160540357,89.50300521389049,775.4190592495904,[30  5 22 14],[30  8 14  6],[ 5 27 17 27],[27 14  6]
3,3,2,1,800.5022561481171,23.728449512439823,824.230705660557,[30 24],[21 25],[ 7 18],[2]
4,4,3,2,364.5826448791552,95.77752199502034,460.36016687417555,[26 30 16],[27 28 17],[22 28 26],[24  7]
5,5,9,8,68.58369209754699,62.22771236249298,130.81140446003997,[25 19 12 23  6 20  8 26 28],[13 24  8 28 26  8 10 25  8],[21  9 17  3 14 10 22  7 23],[26 29 14  7 28 21 24 17]
6,6,2,1,154.51619467374167,37.38687998773397,191.90307466147564,[18  7],[7 4],[2 4],[19]
7,7,5,4,155.2069757874735,88.16434547273381,243.3713212602073,[16 28  7  2  4],[25 16 25 19 11],[24 29  3  4  2],[14  3 29 14]
8,8,4,3,163.70361053139027,33.12559073222184,196.8292012636121,[ 2 16  7 21],[20  3 28 19],[16 20 20  9],[26 20 30]
9,9,8,7,373.10704128780463,30.070347778357373,403.177389066162,[16 22  5 24 26 13 23  5],[ 9 15 14 13 26 26 14 15],[20 14 15 17  5 24 12  3],[16  3 10 17  2 15 17]
10,10,8,7,64.24000829138873,171.80015853105607,236.0401668224448,[ 6 21 14 21 28 19 10 24],[10 11 15 16 21  7 25 19],[26 29 15 28  5 26 29 12],[28 17 20 28 15 27 20]
11,11,2,1,144.13568640513398,109.29854416290175,253.43423056803573,[21 19],[ 4 24],[29  4],[18]
12,12,5,4,288.4513009205533,195.5140743197803,483.96537524033363,[11 22 16 11 14],[10 11 23 24 15],[26 28 28 12 14],[19 18 14 10]
13,13,2,1,222.75290883610947,197.2104429723082,419.96335180841766,[ 5 18],[ 3 17],[21 17],[3]
14,14,9,8,231.67829292241112,145.4480840909391,377.1263770133502,[17  4 27 27  3 29 27  6 26],[25 17 27 16 23 22 29 10 14],[30 26 14 18  4 21  4 27 27],[ 7 21 18 21 10 18  2  4]
15,15,3,2,59.52931761958254,138.53431513602285,198.0636327556054,[ 6 11 13],[11 12  2],[29 23 13],[15  3]
16,16,9,8,620.652345559581,161.23438128854622,781.8867268481272,[ 9 25 11  8 25 11 27 16  5],[25 14 30 30 26 18 15  8 28],[26 14 19 14 12 25 18  6 24],[ 6  7  3  6 28  5 17 12]
17,17,7,6,439.0056065518271,105.88260674168963,544.8882132935167,[ 9 19  5 13 20 10 13],[29 27 21 26  6  5 13],[28 24  3 29 12 18 20],[ 6 14 10 15  8 12]
18,18,8,7,958.6225222665892,177.25842116372587,1135.880943430315,[24 24 10 22 19  2 12 16],[ 7 24 28 13 12 26 19  9],[21 19 13 27 14 26  9  4],[ 2 14 30 30 15 22 22]
19,19,4,3,363.1679388805275,164.00586416110514,527.1738030416327,[14 12  2 25],[29 30 27 12],[13 18 16 11],[26  2 29]
20,20,5,4,1906.5853447708396,230.2289331252388,2136.8142778960782,[ 8 13 28 24 10],[30 14 26  4 26],[12 15  8 27  9],[ 2 28 15 25]
21,21,2,1,120.98327605431056,252.50459585579858,373.48787191010916,[12 21],[10 26],[17 10],[14]
22,22,4,3,39.47956946323701,279.3004261173106,318.7799955805476,[19 24  8 24],[28 22 26  4],[15 25  6  9],[30 11 14]
23,23,3,2,75.08903102389637,283.17779304342884,358.2668240673252,[15  7 24],[28 17 21],[14 20 30],[6 4]
24,24,4,3,4.238313543248578,257.3551637829015,261.5934773261501,[18 13 11 17],[ 6 15 23 16],[ 9  7 12  7],[11 18  4]
25,25,8,7,986.7734553828732,224.6730015670933,1211.4464569499664,[17 15  2  4 18 29 18 20],[15  6 24 29 13 30 21 15],[26  9 13 21  2 18 16  5],[26  9  6 14 28 28 22]
26,26,6,5,555.8834073241724,292.31443277073845,848.1978400949108,[29 14 10 10  3 18],[27  5 29 30 29 21],[ 2  2  3 13 17 22],[23  5 17 26  7]
27,27,6,5,36.66574427998752,296.5224804872532,333.1882247672407,[20 24 15 13 17 18],[ 7 30  7 30 12 23],[29  4 20 18 14  6],[25  8 30  9 19]
28,28,3,2,11.128145524300889,288.6423848206188,299.7705303449197,[24  6 12],[21  4  4],[ 8  7 25],[10 29]
29,29,8,7,97.04575835094825,259.94826815764156,356.9940265085898,[25  4 29 20 29 26 10  4],[26  7  2 11 11 12 13 15],[14  5  5 28 22 12 24 19],[ 3 12 15 19 10  2 12]
30,30,2,1,821.8985657488278,350.2608851556935,1172.1594509045212,[ 2 28],[ 9 28],[11  7],[20]
31,31,9,8,2306.985587907081,377.8382806129138,2684.823868519995,[18 20 25  6 13  2 15 26 29],[13 23 16 11  5 26 13  4 28],[23 20  6 24 18 12 19  6 13],[29 23 14 21 28  7 15  7]
32,32,7,6,763.4796969554806,393.476052881373,1156.9557498368536,[10 12  3 12 16  8  6],[ 9 20  6 26 28 29 20],[17  4 13 11  2 20 23],[23 14 13 13 17 15]
33,33,4,3,62.24711209640935,386.8151239902801,449.06223608668944,[24 29  2  3],[ 4 11 13 24],[23 16 16 25],[15  4 19]
34,34,4,3,2165.674650455809,312.1343026640428,2477.808953119852,[23 29 12 20],[10  4 22 20],[19 19 14 19],[15 25  5]
35,35,7,6,317.7406167771295,371.87641328362656,689.6170300607561,[17 25  6 15 27  8 10],[27 15 28 22 24 22 11],[19 16  7  2 25  6  7],[13  3 13 26 15 30]
36,36,8,7,679.7463996717514,398.99114180757766,1078.7375414793291,[18  2 21  8 25 20 19 13],[ 8  2  5 19 25 16  2 19],[30 13  5 20 19 16 20  7],[ 6 20  7 28 27 13 25]
37,37,8,7,307.7495308638368,399.187983933267,706.9375147971039,[21  7  3 21 21 17 19 21],[ 8  6 30 28 25 14 22 29],[19  7 17 26 15 26 10  5],[22 14 28  9 12 29 24]
38,38,9,8,413.0352976918066,391.4865305149916,804.5218282067982,[ 6 14 30 19  4  7  9 22 16],[ 4 20 11 28  3 26 17 22  9],[10  4 18 22  3  7 19 25 13],[ 2 30  4 19  9 24 24 28]
39,39,3,2,1391.7227374684078,384.9594844235245,1776.6822218919324,[ 8 17 21],[11 13  9],[10 12  3],[22 13]
40,40,8,7,224.64408232012974,435.1509267452594,659.7950090653892,[ 4 12 12 10 27 21  8 13],[ 9  2 10  5 19  9 26 20],[ 7 15 30  4 16 26 19  2],[11  9 10  3 27 15 14]
41,41,3,2,504.8153464963611,495.09035569430654,999.9057021906676,[29 30  4],[18  5  7],[13 14 15],[21  3]
42,42,7,6,717.2687580874332,439.6833969235099,1156.952155010943,[17  3 15  3 26 12  8],[28 27 26  2 13  3 10],[23 23  6 29 18  6  7],[23 19 27  4 13 27]
43,43,9,8,148.94431104921364,496.2145490040748,645.1588600532884,[22 22 27 25 19  8 27  8 11],[14 27  9  5 14 14 15 24 24],[18 19 10 28 29  3 21  6 17],[12  9  8 16 10 14 19 21]
44,44,6,5,485.5977009888829,489.09635052122906,974.6940515101119,[29 16 12 10 29 13],[19 12 12 25 23 14],[26 23 30 14 16 16],[10 15 21 28 26]
45,45,2,1,16.309816270240024,442.6648794772968,458.9746957475368,[23 10],[29  7],[ 5 23],[6]
46,46,7,6,715.8145189349731,496.7847834619669,1212.59930239694,[21 19 18  4  6 22 10],[28 19  9 10 26 11 19],[18 30  9  4  6 12 23],[30 13 21 15  4  6]
47,47,4,3,424.79035628476754,456.0516521970392,880.8420084818067,[24 30 22 10],[27  4 11  4],[25 16  2 16],[27 16  4]
48,48,9,8,94.29157630815318,428.3520669330305,522.6436432411837,[ 5 30 14 13 15 13 10 17 27],[ 5 22 25 25 22 15 18 14 13],[ 3  6  3 20  6 16 19 29 28],[27 23 11 26 26 23 26 17]
49,49,4,3,778.8133540068578,421.3803149054654,1200.1936689123231,[15  3 26 28],[ 5 10 11  4],[ 4 19 12 24],[16 10 14]
50,50,4,3,224.48541869631217,557.1824871361149,781.6679058324271,[29 28  8 10],[11 27 19 28],[29 12 30 20],[14 16  8]
51,51,8,7,456.4981037390559,579.8894495673059,1036.3875533063617,[19  4 14  8 20 22 22 18],[21 17  8 23 20  9 24  4],[26  8 20 11 18 28 11 29],[29 15 29 24  2 14 19]
52,52,9,8,763.0869885230193,560.4368216873698,1323.523810210389,[27  6 25 17 21 13 30 19  2],[27 15 14  4 22  4 27  5 29],[10 23 27  4 19 28 14  9 13],[22  2  6  4 15  7 10  6]
53,53,7,6,198.65715255994536,550.2264838768069,748.8836364367523,[ 6 10  9 19 26  2 14],[19 21 19  8 30 28  6],[27 14 24  9 18 16 16],[ 5 20 14 14 23 29]
54,54,2,1,1116.5395918807203,515.6560934694845,1632.1956853502047,[ 2 26],[13 30],[22 19],[16]
55,55,5,4,205.77835965048692,512.3562571970468,718.1346168475337,[ 8 20 12 27  8],[25 25  3  6 26],[ 9  6 17  4  9],[19 14  3 25]
56,56,5,4,584.7006245047379,530.1306000065665,1114.8312245113043,[18 30  2 27 20],[23 30  4 28  3],[13 16 24 10 14],[24 16 23  6]
57,57,9,8,78.4339270219598,591.7096404338154,670.1435674557752,[18 16 26 18 22 18 16 14 16],[20 18  6 10 21 17 27  2 23],[20 15  2  8 14 24  5  3 24],[ 2 14  6  8 23 27 23 23]
58,58,2,1,111.55649880920055,594.3695681121515,705.926066921352,[22  9],[30 12],[22  5],[3]
59,59,8,7,225.78505675788568,544.5152545002105,770.3003112580961,[ 8  9 15 23 30 13 29  4],[27 22 22  8 13 25 10 14],[24 18 27 22 17  6 30 26],[16 16 19 27 26 20 30]
60,60,8,7,533.1671720243105,613.4761747381908,1146.6433467625013,[16  3  2 19 26 21 16  2],[ 5  2 16  5  6  2  5 26],[27 20 13 15 29 21 11 13],[ 5 24 13 17 20  3 17]
61,61,8,7,861.2200027032568,642.3545107666947,1503.5745134699514,[25 17  9 17 14 14 30 16],[19 15 22 18  7 13 15 29],[12 28  9 20 28 30  5 26],[16  8 17 16  8  2 16]
62,62,3,2,577.3297657480094,660.0959149825595,1237.425680730569,[23 23 12],[18 13  3],[ 2 20  9],[ 5 18]
63,63,9,8,534.1907135628198,681.7619627774391,1215.952676340259,[27 30 22 12 29 20  7 29 26],[23 15  9 13 16 25 19  7 26],[11  6 18 16 17 14 24 16 29],[ 4  2  2 17  6  6 28 29]
64,64,4,3,591.1412264299565,618.587766412747,1209.7289928427035,[23 12  9 11],[20 16 28 19],[12 21 15 20],[ 6 27 15]
65,65,4,3,38.75410501269829,661.5994266178819,700.3535316305802,[12 26  6 24],[28 28 16  8],[ 5  4 21 30],[26 26 24]
66,66,2,1,618.9037097146655,621.9446288142044,1240.84833852887,[16 11],[16 27],[10 25],[6]
67,67,5,4,730.3396562361245,630.8116906918748,1361.1513469279994,[ 5  8 12 23 25],[ 5 23 29 28  2],[17  4  9 13 19],[ 4 14 26 27]
68,68,3,2,350.20434303969586,693.7641397167406,1043.9684827564365,[ 8  2 29],[23 21  8],[25 17  3],[13 26]
69,69,5,4,250.45772388918698,667.3736827037624,917.8314065929494,[20 27  9  5 22],[16 29  6 17 30],[16  4 25  5 27],[16 23  7 30]
70,70,4,3,511.2416692333758,709.4526682645505,1220.6943374979264,[ 6 27 29  2],[ 9 15 12 20],[12 29 19  6],[13 27 10]
71,71,6,5,227.48786276832635,789.1725764381777,1016.660439206504,[ 6  6 15 11 20  4],[23 26 16  9 14 30],[ 3 11 28 24 15  4],[22  9 13 30  7]
72,72,8,7,89.09669852072506,711.7124856322212,800.8091841529463,[30  3 15 20 10 19 17 17],[29 21 17  2 10 25 18  5],[14 26  8  7  5 28 15 19],[ 7 27  7  3 30 21 25]
73,73,2,1,422.170525620161,790.3381491537353,1212.5086747738965,[28  6],[25 16],[5 9],[20]
74,74,9,8,205.94313506097515,778.8669584827111,984.8100935436862,[18  8 12 21 22  4 18 20 19],[15  5 11  9 24  6  4 16 16],[21 30 16 11 20 28 25 29  4],[ 7 11  6 24 15 24 26  9]
75,75,4,3,193.5687046651666,781.2286750572734,974.79737972244,[11 19 13 22],[19  9 23 25],[22 25 20  3],[24 20 28]
76,76,5,4,72.88130285848897,786.6897244120701,859.5710272705591,[30 20 26 12 17],[17  5  2 12 18],[ 8 18 20 30 30],[24  3 19  2]
77,77,6,5,1541.89922151677,783.2777461211265,2325.1769676378963,[22 28 27 24 10  4],[13 16 17 28 28  8],[28 28 20  8 21 15],[19 22  5 20  9]
78,78,7,6,1023.5514506182435,753.7368722316439,1777.2883228498874,[23 18 28 13 12 13  7],[14  5 29  5 11  5 26],[26 27 19 13 21  4  3],[29  6 10 19  6  5]
79,79,6,5,492.30389495053043,791.7483810761323,1284.0522760266626,[23 27 22 16  2 13],[ 3 26  9 17 28  2],[26 15 23 12 20 19],[27  7  7 13 12]
80,80,5,4,9.279857611496995,899.0863981710226,908.3662557825196,[ 2 17 25 20 28],[13 23 17 22 28],[ 7 14 18 12 23],[24 10  7 28]
81,81,4,3,540.128653651137,802.7610277576852,1342.889681408822,[ 2 24 10 23],[ 6 22 26 22],[ 9  3 19 23],[26  2 15]
82,82,3,2,34.49717337130781,875.8606001058738,910.3577734771816,[17 16 23],[16  2 18],[23 15 17],[29 29]
83,83,8,7,1533.4344386819098,881.3502803250634,2414.7847190069733,[ 2 23 18 26 14  7 28 18],[ 6  7 19 19 21 22 20 22],[ 3 20 28 26 22 25 19 28],[21  8 11 15  2 14  8]
84,84,6,5,1124.8486097202644,809.7155136765557,1934.5641233968202,[ 5 20 21 28 20 30],[18 11 29 15 12  5],[22 14 15 13 11  9],[10 24 27 13 14]
85,85,3,2,94.61536569707542,855.9265532738045,950.5419189708799,[24  4  8],[14  8 22],[ 8 17 22],[2 7]
86,86,9,8,312.05252168295954,839.2491605790943,1151.3016822620539,[16  3 29 12  7 27 13 11  3],[28 15 21 13 30 20 28 26 16],[ 5 22 14 30 26  8 12 28 29],[19  7 24 10 29 24 18 25]
87,87,9,8,479.7467656951916,864.9240169015384,1344.67078259673,[11  9 24  9 27 19 30 19 20],[ 4 27 15 13 26 28 13 19 10],[18  9 19 18  7 18 11  8 21],[23  8 19 29 25 14  8 12]
88,88,6,5,45.729157301310465,858.7975497435527,904.5267070448632,[15 20 17 30 10  5],[14 30 17 22 22 20],[ 8 12  4 26 21 24],[25 21 19 29  9]
89,89,7,6,104.17735741669773,853.4046573214711,957.5820147381688,[29  3 25  5 28 23  5],[29 19  5 28  2 14 22],[15 22 25 10 29 16 24],[29 11 23  6  5 19]
90,90,3,2,247.94378681919753,945.6228514749641,1193.5666382941617,[ 5 23 21],[ 3 19 19],[ 9 13  6],[29  2]
91,91,5,4,363.79752193280876,977.8889344792271,1341.686456412036,[21 29  3 22 21],[28  7 12 21 20],[ 8 21 29 16 18],[15 17 30  9]
92,92,7,6,53.987045383124006,974.4488505815785,1028.4358959647025,[23 12 10  6 15 27 17],[18 18 20 10 18 12  5],[12 17  9 23 28  3 25],[26 24 11 17 18  7]
93,93,9,8,181.52506770271472,931.0350004457896,1112.5600681485043,[16 19 12 13  7 22 19  7 18],[17 14  3  5 22  7  8 29 13],[ 2 10  7 30 26 21  2 18 24],[10 13 10 30  4 25 29 10]
94,94,4,3,623.0321291573225,998.7809542903942,1621.8130834477167,[12 13 26 27],[10 18  4 11],[18 10 12 17],[ 3 13  8]
95,95,2,1,181.77307051985503,938.7347199287058,1120.5077904485609,[13 12],[23 21],[24 27],[10]
96,96,2,1,661.4762800960407,945.4656898957429,1606.9419699917835,[10 27],[ 4 27],[ 2 15],[5]
97,97,5,4,265.3513409216552,906.768826358212,1172.1201672798672,[23  6  7 27  6],[ 6 24  2 30 25],[22 19 20  2  9],[ 2 17 20 10]
98,98,4,3,696.2342606287098,959.0710701585976,1655.3053307873074,[23 11 20 10],[10  2  7 18],[27 14  4 13],[13 29  4]
99,99,7,6,436.2950210899049,912.5896156282338,1348.8846367181386,[16 22 20  9 27 21  9],[18  6 15 20 15 17 26],[17 30  5 30 10  3 22],[27 25 24  7 22 12]
100,100,3,2,144.81076893288096,1082.0433402518986,1226.8541091847796,[25 11 29],[ 7  8 11],[11 17 17],[15 12]
101,101,3,2,101.98886055830026,1056.6131475247885,1158.6020080830888,[10 15 22],[12 13 17],[21 16 26],[20 16]
102,102,6,5,828.5592013145298,1047.2897046209187,1875.8489059354483,[18 11 21 13  9 15],[ 7 29  6 24 28 28],[27 14  3 26 27 28],[26 14  8 21 10]
103,103,7,6,645.2307415908352,1059.577929701098,1704.808671291933,[14 24 20  2 19 17  5],[28 25 23 10 16 25 19],[27 30  9 21  9  3 28],[ 3 13 13  7 10  4]
104,104,5,4,553.6490027869377,1091.471863981272,1645.1208667682097,[25 13 24 29 22],[24 25 29 18 24],[26 22  5 27 25],[ 2 10  4  7]
105,105,6,5,1.71297028060336,1070.4866341573934,1072.1996044379966,[30 21 13 10 10 27],[ 5 13 15 11 29 21],[21 10 11  9 15 21],[ 8 12 22  8 24]
106,106,5,4,492.9011514796097,1060.2645177646048,1553.1656692442145,[ 6 30 21 14 13],[22  8  6  9  9],[18 27  3 11 20],[ 7  6 27 17]
107,107,2,1,206.5180633515401,1069.3609857370639,1275.879049088604,[27 27],[27 23],[ 6 28],[21]
108,108,6,5,88.72557178809691,1048.4444945575412,1137.1700663456381,[ 5  9 24 24  6 11],[ 4  6 17 21 20 29],[21 13 18  5 27 18],[19 22 29 25  9]
109,109,8,7,254.5731990376424,1052.2224956869395,1306.7956947245818,[ 5 25 26  9 29 22 17  7],[ 8 30  3 11 20 14 27 17],[30 24 26 11  7 21 15 17],[28 27  4 27 22  6 22]
110,110,4,3,12.623031926666467,1102.7048557145185,1115.327887641185,[29 19 12 17],[22  2 27 26],[21 19  5  9],[16 21  7]
111,111,7,6,325.8438453584382,1181.1576776236525,1507.0015229820906,[22 25 15 21 11 30  5],[12 14 23  6 18 26 14],[27 25 17 18 16  4 11],[28 24 10 17 21  5]
112,112,4,3,61.2577075724076,1156.4949130734665,1217.752620645874,[ 3  4 22 19],[30 10  3 19],[29 16 30  5],[11 28 18]
113,113,4,3,723.3219662879872,1185.9034160819363,1909.2253823699234,[15 10 30 30],[10 26 21 22],[12 15 27 20],[21  6  2]
114,114,5,4,312.82478416718914,1114.4216052515612,1427.2463894187504,[ 4 12  3 16 29],[21  2  8 30 14],[25 19 12 17 29],[22 24 22 26]
115,115,2,1,181.75662275048396,1184.9930851158442,1366.7497078663282,[ 3 15],[ 8 23],[28  3],[25]
116,116,3,2,90.07997693158485,1106.5589398703282,1196.6389168019132,[24  8 15],[ 9 30  8],[10 11 30],[16 29]
117,117,9,8,80.417365504436,1153.5462066278467,1233.9635721322827,[ 9 18 11  7 15 18 24 28 27],[ 9  5  3 10 27 19 13 18 21],[27  9 15 30 26  9  6  2 21],[17  9  5  4  6  2 14 12]
118,118,5,4,9.17501149280118,1125.6913620920816,1134.8663735848827,[ 4  7 23 23  2],[17 18 17  4  4],[25 10  6 27 29],[24 16 12 16]
119,119,3,2,25.56995063123558,1167.1665688529663,1192.7365194842018,[15 18 20],[23  7 25],[ 7 19  6],[28 20]
120,120,7,6,39.75446447936949,1253.6197941131904,1293.37425859256,[20 18 11 16  3 18  8],[24  8 28  4 11  3  9],[16 16 10  3 20  8 13],[ 2 11 23 16  8 14]
121,121,5,4,94.62364338528778,1260.6033340830627,1355.2269774683505,[ 9 22 12 20 21],[ 8 23 16 17 27],[ 5 22 24 26 22],[30 13  7 10]
122,122,4,3,354.05509862974685,1297.141565911722,1651.1966645414689,[17 29 24 11],[25  7 30 18],[10 10 25 20],[13 15 24]
123,123,2,1,3757.7460554319496,1251.1729924725446,5008.919047904494,[11 29],[11 17],[8 4],[29]
124,124,4,3,457.70635998615694,1256.24947673419,1713.955836720347,[20 14 26  9],[13 16 16 23],[27 12 19  5],[10 15 19]
125,125,3,2,494.77211785256287,1223.8863064136524,1718.6584242662152,[18  7  5],[12  2 26],[20 22  8],[13 14]
126,126,2,1,1023.0556408439224,1262.002476406855,2285.0581172507773,[27 21],[21 14],[28 16],[12]
127,127,9,8,434.82043875454167,1241.0516381278787,1675.8720768824205,[22 21 20  5 22 27 19  4 16],[21 15 19 18  7  7  3 23 27],[16 18 24 25 13 27  8  2 12],[ 6 13 29 15  8  4 29 27]
128,128,8,7,212.33786801024436,1251.5827366766982,1463.9206046869426,[ 4 13 13 20 18 27 27 22],[ 2 22 18  4 10 14 26 17],[17 30 17 27 30 28 19 30],[29 16 20  4 22  3  4]
129,129,7,6,60.184849586129026,1226.4495548802802,1286.6344044664093,[24 17 23  8  4 28 10],[ 4  6 21 13 29  5  9],[ 6 10  7 24 30 12  9],[13 26 13 19 15 10]
130,130,8,7,543.2664119468009,1345.7156625145274,1888.9820744613282,[ 4 11 30 18 15 14  6 25],[24 15 24  4 20 30  2 25],[ 7 13 21 10 27 28 23 17],[ 5 14 16  8 26  3 20]
131,131,8,7,136.16489760284145,1362.112382738336,1498.2772803411774,[ 7 18 10  6 11 25 19  2],[16 20 29 21  4 19 22  2],[ 3 17 11  4 20 25  8  2],[30 26  3 22 17  4 23]
132,132,3,2,466.01950278126264,1393.689501255447,1859.7090040367098,[25 13  6],[11 13 12],[18 12 11],[19 29]
133,133,5,4,161.90383015100917,1387.6792525549222,1549.5830827059312,[22  8 16  8 23],[24 10 25 29 21],[11  5 17  2  5],[19  2  4 24]
134,134,7,6,200.90713518812876,1395.9093672577828,1596.8165024459115,[13 21 22  8 20  8 25],[10 15 15 23 16 21 14],[ 3 17  4 27  7 25 24],[11 24 21 25 26  7]
135,135,6,5,1394.741840836133,1310.0884365728673,2704.8302774090002,[29 23  6  6 20 15],[25 12  5 17  2  4],[10 12  7 14  4  3],[26 25 30 27  7]
136,136,3,2,36.80747859805201,1321.2657834307743,1358.0732620288263,[27 10 23],[ 8 12  7],[ 7 13 29],[21 14]
137,137,5,4,1083.4102587450284,1355.5022492746434,2438.912508019672,[ 2  5 12 27 28],[ 2 10  4  6 11],[ 4 14 23 22  5],[20 17  4  9]
138,138,4,3,745.9060688568779,1317.3527795257864,2063.2588483826644,[11 23  6 11],[ 8 12  8 14],[15  2 18  8],[17  6 15]
139,139,7,6,358.1288897390852,1372.3790525179104,1730.5079422569956,[ 6 10 13 28 14 21  4],[25 30  3 19  6 17  5],[23  2 23  6  9 23 26],[12 26  7 23 29 13]
140,140,7,6,998.627857158625,1482.877082317131,2481.504939475756,[ 6 29  9 29  2 30 28],[30 11  6 11 21 15  8],[11  7 14 17 25 28 19],[21 18 25 21 29 27]
141,141,5,4,522.764039961677,1489.9964518510797,2012.7604918127568,[19 12 12 20 22],[ 6  5 19 10 13],[ 8 10  8 12  2],[14  4 17 25]
142,142,5,4,430.07745418163967,1427.8222010235797,1857.8996552052195,[28 17 13 23  7],[16  3 13  7 21],[26 11 30 18  3],[20 19  5  5]
143,143,7,6,104.25828288941958,1415.9400832249653,1520.198366114385,[12 20  5 20 24 14 13],[14 17 28 29 10 27 30],[22  2 29  6  6 11  8],[19 29 16 18 21 24]
144,144,8,7,219.84053099025954,1438.8778424557413,1658.718373446001,[11  8 24 25 27 11 12  3],[10 12 14 19  3 27 15 29],[25 25 21  4 28 29 28 11],[21 22 18  7 11  2  5]
145,145,2,1,81.48187468182965,1487.0508134533288,1568.5326881351584,[15 26],[28 11],[3 3],[25]
146,146,3,2,480.1627632668571,1448.6021087134025,1928.7648719802596,[22 11 21],[23 23 21],[30  5 22],[15  4]
