,place_id,result,success,acceptance_ratio,aver_revenue,revenue,cost,revenue_to_cost,inservice
0,1,True,1,1.0,361.0,361,472,0.7648305084745762,1
1,2,True,2,1.0,250.0,139,169,0.7800312012480499,2
2,3,True,3,1.0,296.0,388,522,0.763542562338779,3
3,4,True,4,1.0,418.0,784,1102,0.7381898454746136,4
4,5,True,5,1.0,349.0,73,93,0.7400339270568278,5
5,6,True,6,1.0,421.1666666666667,782,990,0.754778972520908,6
6,7,True,7,1.0,489.0,896,1161,0.759148369926813,7
7,8,True,8,1.0,515.5,701,864,0.7675414107574912,8
8,9,True,9,1.0,530.5555555555555,651,918,0.7590208233985059,9
9,10,True,10,1.0,547.5,700,854,0.7662701189643107,10
10,11,True,11,1.0,572.7272727272727,825,1126,0.7616974972796517,11
11,12,True,12,1.0,574.25,591,738,0.7649017649017649,12
12,13,True,13,1.0,587.2307692307693,743,882,0.7718127590739056,12
13,14,True,14,1.0,600.5,773,939,0.776269621421976,12
14,15,True,15,1.0,582.8,335,396,0.7787279529663281,13
15,16,True,16,1.0,559.4375,209,258,0.7794322535701846,14
16,17,True,17,1.0,571.7647058823529,769,1106,0.7720413026211279,15
17,18,True,18,1.0,560.5555555555555,370,519,0.7697002059653673,15
18,19,True,19,1.0,569.7368421052631,735,960,0.7694221337692799,15
19,20,True,20,1.0,578.85,752,973,0.7696449940167531,16
20,21,True,21,1.0,562.5714285714286,237,302,0.7699426485922837,17
21,22,True,22,1.0,560.6818181818181,521,684,0.7695907162465685,18
22,23,True,23,1.0,562.3913043478261,600,721,0.7722849125320914,19
23,24,True,24,1.0,546.0,169,229,0.7718223583460949,20
24,25,True,25,1.0,545.24,527,679,0.7719884465084669,19
25,26,True,26,1.0,548.6153846153846,633,895,0.7688658904700302,20
26,27,True,27,1.0,539.3333333333334,298,367,0.7697024155610762,21
27,28,True,28,1.0,549.3214285714286,819,997,0.7722936332596907,22
28,29,True,29,1.0,532.5172413793103,62,94,0.7717641179410295,23
29,30,True,30,1.0,537.0,667,985,0.7673255537032627,24
30,31,True,31,1.0,541.2258064516129,668,908,0.7660137880655618,25
31,32,True,32,1.0,537.0625,408,458,0.7685702786100801,26
32,33,True,33,1.0,525.1818181818181,145,180,0.7688656226431835,27
33,34,True,34,1.0,523.0588235294117,453,588,0.7689048380820614,27
34,35,True,35,1.0,524.3142857142857,567,800,0.7668937272765264,27
35,36,True,36,1.0,528.8611111111111,688,906,0.7666196899536943,27
36,37,True,37,1.0,517.4054054054054,105,113,0.767356100689434,26
37,38,True,38,1.0,516.578947368421,486,596,0.7684779204509865,26
38,39,True,39,1.0,506.5128205128205,124,138,0.7691768553850946,27
39,40,True,40,1.0,497.15,132,132,0.7703571705276206,27
40,41,True,41,1.0,503.7317073170732,767,1111,0.7670566388115134,27
41,42,True,42,1.0,494.4761904761905,115,127,0.7677066390655035,28
42,43,True,43,1.0,488.5348837209302,239,282,0.7685300358527841,29
43,44,True,44,1.0,484.5,311,411,0.7683546584970264,30
44,45,True,45,1.0,491.6,804,1096,0.7670330432370583,31
45,46,True,46,1.0,487.54347826086956,305,438,0.7659756139212405,32
46,47,True,47,1.0,493.8085106382979,782,993,0.7666820824524313,33
47,48,True,48,1.0,487.1875,176,204,0.7673251082819268,34
48,49,True,49,1.0,492.3469387755102,740,974,0.7670906200317965,35
49,50,True,50,1.0,485.26,138,206,0.766458175385393,36
50,51,True,51,1.0,488.1372549019608,632,768,0.7677954601529731,35
51,52,True,52,1.0,480.3269230769231,82,94,0.7680976689833323,36
52,53,True,53,1.0,482.1509433962264,577,797,0.7670418730301666,37
53,54,True,54,1.0,481.98148148148147,473,648,0.7663339516532698,36
54,55,True,55,1.0,483.5090909090909,566,702,0.7671426510889947,37
55,56,True,56,1.0,489.625,826,1170,0.7651458071717595,38
56,57,True,57,1.0,495.1578947368421,805,1084,0.7644844118204719,38
57,58,True,58,1.0,491.8965517241379,306,356,0.7653923541247485,37
58,59,True,59,1.0,492.2542372881356,513,697,0.7648530496155062,38
59,60,True,60,1.0,498.48333333333335,866,1179,0.7639396184005517,39
60,61,True,61,1.0,494.95081967213116,283,387,0.7636198087915423,37
61,62,True,62,1.0,499.3709677419355,769,952,0.764657940232156,38
62,63,True,63,1.0,498.74603174603175,460,607,0.7645570236270287,38
63,64,True,64,1.0,500.6875,623,832,0.7642443177752868,39
64,65,True,65,1.0,505.12307692307695,789,1002,0.7647853532412476,39
65,66,True,66,1.0,499.56060606060606,138,167,0.7650238990208362,40
66,67,True,67,1.0,493.7910447761194,113,157,0.7648595538088082,41
67,68,True,68,1.0,495.4852941176471,609,790,0.7649676467249404,38
68,69,True,69,1.0,491.8840579710145,247,349,0.7645177276208497,39
69,70,True,70,1.0,492.5285714285714,537,666,0.7651353750554816,40
70,71,True,71,1.0,497.0,810,1101,0.7644331795238405,40
71,72,True,72,1.0,494.80555555555554,339,444,0.7644244179809033,41
72,73,True,73,1.0,495.52054794520546,547,719,0.7643690305130589,42
73,74,True,74,1.0,500.5135135135135,865,1130,0.7643950963800719,41
74,75,True,75,1.0,505.70666666666665,890,1223,0.7634921593493971,42
75,76,True,76,1.0,507.5394736842105,645,792,0.7642909508807386,42
76,77,True,77,1.0,511.85714285714283,840,1087,0.7644697028473892,43
77,78,False,77,0.9871794871794872,505.29487179487177,0,0,0.7644697028473892,43
78,79,False,77,0.9746835443037974,498.8987341772152,0,0,0.7644697028473892,43
79,80,True,78,0.975,493.9125,100,111,0.764762807981884,43
80,81,True,79,0.9753086419753086,497.58024691358025,791,1007,0.765159281619015,43
81,82,False,79,0.9634146341463414,491.5121951219512,0,0,0.765159281619015,43
82,83,True,80,0.963855421686747,487.65060240963857,171,200,0.7654991110942997,44
