,place_id,result,success,acceptance_ratio,aver_revenue,revenue,cost,revenue_to_cost,inservice
0,1,True,1,1.0,617.0,617,822,0.7506082725060828,1
1,2,True,2,1.0,529.5,442,682,0.7041223404255319,2
2,3,True,3,1.0,437.3333333333333,253,379,0.69676048858205,3
3,4,True,4,1.0,351.75,95,117,0.7035,4
4,5,True,5,1.0,379.6,491,611,0.7269245499808502,5
5,6,True,6,1.0,378.3333333333333,372,509,0.7275641025641025,6
6,7,True,7,1.0,447.2857142857143,861,1101,0.7417673537076522,7
7,8,True,8,1.0,429.375,304,388,0.7452809720112823,7
8,9,True,9,1.0,435.8888888888889,488,664,0.7439787597193248,8
9,10,True,10,1.0,477.7,854,1044,0.756213392433117,9
10,11,True,11,1.0,457.3636363636364,254,348,0.7548387096774194,10
11,12,True,12,1.0,501.4166666666667,986,1272,0.7580949981101172,11
12,13,True,13,1.0,509.61538461538464,608,866,0.7525843462455981,11
13,14,True,14,1.0,526.4285714285714,745,988,0.7527321009089981,12
14,15,True,15,1.0,507.6,244,308,0.7539360332706209,13
15,16,True,16,1.0,522.5625,747,965,0.7556941431670282,14
16,17,True,17,1.0,527.2941176470588,603,694,0.7623745534954924,15
17,18,True,18,1.0,524.1111111111111,470,634,0.7612976113621691,15
18,19,True,19,1.0,506.4736842105263,189,236,0.7620367437440608,15
19,20,True,20,1.0,491.0,197,231,0.7636674702542966,15
20,21,True,21,1.0,497.23809523809524,622,796,0.7647015745148298,16
21,22,True,22,1.0,511.8636363636364,819,1066,0.7649616194552,17
22,23,True,23,1.0,524.6521739130435,806,979,0.7685987261146496,18
23,24,True,24,1.0,523.2916666666666,492,630,0.7690753214941825,19
24,25,True,25,1.0,519.56,430,564,0.7688528471646738,19
25,26,True,26,1.0,524.3846153846154,645,800,0.7705436871255793,18
26,27,True,27,1.0,512.4444444444445,202,209,0.7728313690442943,19
27,28,True,28,1.0,508.57142857142856,404,541,0.7720667967902841,20
28,29,True,29,1.0,497.0689655172414,175,198,0.7732539427100097,19
29,30,True,30,1.0,484.8666666666667,131,131,0.774836200926863,20
30,31,True,31,1.0,485.83870967741933,515,739,0.7718839688396884,20
31,32,True,32,1.0,488.75,579,687,0.7742957572157038,21
32,33,True,33,1.0,479.3333333333333,178,199,0.7754681831552113,22
33,34,True,34,1.0,475.61764705882354,353,472,0.7748442740776234,22
34,35,True,35,1.0,465.0571428571429,106,112,0.7757601753884282,23
35,36,True,36,1.0,455.30555555555554,114,129,0.7764198758940837,24
36,37,True,37,1.0,455.3783783783784,458,571,0.7770962088368232,23
37,38,True,38,1.0,458.89473684210526,589,707,0.7788646210192505,23
38,39,True,39,1.0,465.4871794871795,716,969,0.7772069526500557,24
39,40,True,40,1.0,469.975,645,808,0.7779111147893735,25
40,41,True,41,1.0,481.2439024390244,932,1166,0.7788962576977736,25
41,42,True,42,1.0,486.6904761904762,710,902,0.7791796904780056,26
42,43,True,43,1.0,486.7674418604651,490,676,0.7778149386845039,27
43,44,True,44,1.0,496.6818181818182,923,1159,0.7785813530941608,26
44,45,True,45,1.0,499.84444444444443,639,855,0.7776586917438805,25
45,46,True,46,1.0,502.3478260869565,615,824,0.7767917170902245,25
46,47,True,47,1.0,502.3191489361702,501,596,0.7780450830477195,26
47,48,True,48,1.0,501.3333333333333,455,602,0.7776126155238157,26
48,49,True,49,1.0,496.2244897959184,251,327,0.7775077542928405,27
49,50,True,50,1.0,500.96,733,954,0.777236478729016,28
50,51,True,51,1.0,507.27450980392155,823,1140,0.7753468996313723,28
51,52,True,52,1.0,507.3269230769231,510,588,0.7769400677367103,28
52,53,True,53,1.0,509.64150943396226,630,879,0.7754205661135672,29
53,54,True,54,1.0,514.0185185185185,746,1024,0.774081097663004,30
54,55,True,55,1.0,517.7272727272727,718,974,0.7731049087749783,29
55,56,True,56,1.0,516.9285714285714,473,554,0.7743005403092067,30
56,57,True,57,1.0,521.3157894736842,767,1003,0.7740498580322488,31
57,58,True,58,1.0,527.2758620689655,867,1153,0.7734054928936321,32
58,59,True,59,1.0,533.7966101694915,912,1199,0.7730296261751062,32
59,60,True,60,1.0,538.7833333333333,833,1137,0.7719327570562109,30
60,61,True,61,1.0,544.311475409836,876,1113,0.7723244399990695,29
61,62,True,62,1.0,540.4193548387096,303,450,0.7712990032457816,30
62,63,True,63,1.0,539.4920634920635,482,597,0.771788001271629,29
63,64,True,64,1.0,539.828125,561,709,0.7720964533935236,29
64,65,True,65,1.0,541.1076923076923,623,874,0.7709607417636615,30
65,66,True,66,1.0,538.4090909090909,363,452,0.7712760184923925,31
66,67,True,67,1.0,544.9850746268656,979,1357,0.7698503057136833,32
67,68,True,68,1.0,541.1617647058823,285,424,0.7689848288544322,33
68,69,True,69,1.0,536.5217391304348,221,279,0.769118899715372,33
69,70,True,70,1.0,542.2571428571429,938,1189,0.7695957179352013,32
70,71,True,71,1.0,538.943661971831,307,431,0.769099350792917,33
71,72,True,72,1.0,542.0555555555555,763,1087,0.7676632572777341,33
72,73,True,73,1.0,535.6027397260274,71,115,0.7673241095083898,34
73,74,True,74,1.0,531.5945945945946,239,316,0.7672563437420764,34
74,75,True,75,1.0,529.6133333333333,383,509,0.7671108536114329,35
75,76,True,76,1.0,527.6447368421053,380,587,0.7657685183417038,35
76,77,True,77,1.0,526.961038961039,475,579,0.7663657311222756,36
77,78,True,78,1.0,525.8717948717949,442,526,0.7670930580490725,37
78,79,True,79,1.0,520.6962025316456,117,117,0.7676015600216463,36
79,80,True,80,1.0,518.7875,368,525,0.7669549469638172,36
80,81,True,81,1.0,522.395061728395,811,1037,0.7672390346503236,35
81,82,True,82,1.0,525.4146341463414,770,1064,0.7664146580094281,36
82,83,True,83,1.0,521.0,159,221,0.7662307746828265,35
83,84,True,84,1.0,517.1190476190476,195,218,0.7667243266141843,35
84,85,True,85,1.0,513.6117647058824,219,254,0.7671504885077669,35
85,86,True,86,1.0,515.3372093023256,662,881,0.7669106577376318,35
86,87,True,87,1.0,515.3103448275862,513,648,0.7671851737768879,36
87,88,True,88,1.0,518.5795454545455,803,1011,0.7676456735298076,36
88,89,True,89,1.0,519.5505617977528,605,794,0.7675707977822781,36
89,90,True,90,1.0,517.9888888888889,379,522,0.767214139951287,37
90,91,True,91,1.0,517.4285714285714,467,588,0.7674729430173426,30
91,92,True,92,1.0,520.7391304347826,822,1044,0.7678056285659337,29
92,93,True,93,1.0,523.516129032258,779,1060,0.7672560514372163,30
93,94,True,94,1.0,523.0957446808511,484,602,0.767601236379531,31
94,95,True,95,1.0,518.4105263157895,78,106,0.7675487812480518,32
95,96,True,96,1.0,518.0729166666666,486,687,0.7669118440733373,33
96,97,True,97,1.0,517.4020618556701,453,520,0.7677410472533692,34
97,98,True,98,1.0,518.7142857142857,646,994,0.7659760415881866,35
98,99,True,99,1.0,517.5050505050505,399,521,0.7659749424393745,35
99,100,True,100,1.0,514.62,229,343,0.7654732332773059,36
100,101,True,101,1.0,510.76237623762376,125,125,0.7659084835347567,34
101,102,True,102,1.0,507.46078431372547,174,176,0.7664889678661335,35
102,103,True,103,1.0,505.31067961165047,286,394,0.7662534597491314,36
103,104,True,104,1.0,501.47115384615387,106,142,0.7662122058002527,37
104,105,True,105,1.0,505.0095238095238,873,1098,0.7666705222370019,38
105,106,True,106,1.0,508.10377358490564,833,1087,0.7666652431993851,39
106,107,True,107,1.0,506.7289719626168,361,406,0.7673691212477178,36
